wx wy wz
-8.97262662e+01 -9.48359033e+01 2.76545518e+01
-7.91367851e+01 -6.52651026e+01 2.31673691e+01
-6.98122308e+01 -3.38869894e+01 1.92086599e+01
-6.15989973e+01 -1.27838891e+00 1.57635280e+01
-5.43630020e+01 3.19472833e+01 1.28052001e+01
-4.79870900e+01 6.51518081e+01 1.02986631e+01
-4.23687091e+01 9.76871671e+01 8.20331578e+00
-3.74178971e+01 1.28911834e+02 6.47534684e+00
-3.30555594e+01 1.58206071e+02 5.06995065e+00
-2.92120041e+01 1.84985191e+02 3.94320756e+00
-2.58257070e+01 2.08711046e+02 3.05348224e+00
