nx ny nz
-9.84060337e-08 0.00000000e+00 0.00000000e+00
-2.64189015e-05 0.00000000e+00 0.00000000e+00
-5.10800787e-05 0.00000000e+00 0.00000000e+00
-7.30609579e-05 0.00000000e+00 0.00000000e+00
-9.14503780e-05 0.00000000e+00 0.00000000e+00
-1.05503006e-04 0.00000000e+00 0.00000000e+00
-1.14665715e-04 0.00000000e+00 0.00000000e+00
-1.18596002e-04 0.00000000e+00 0.00000000e+00
-1.17174238e-04 0.00000000e+00 0.00000000e+00
-1.10507943e-04 0.00000000e+00 0.00000000e+00
-9.89266580e-05 0.00000000e+00 0.00000000e+00
-8.29675231e-05 0.00000000e+00 0.00000000e+00
-6.33519744e-05 0.00000000e+00 0.00000000e+00
-4.09541379e-05 0.00000000e+00 0.00000000e+00
-1.67631003e-05 0.00000000e+00 0.00000000e+00
8.15784559e-06 0.00000000e+00 0.00000000e+00
3.27136041e-05 0.00000000e+00 0.00000000e+00
5.58436641e-05 0.00000000e+00 0.00000000e+00
7.65271971e-05 0.00000000e+00 0.00000000e+00
9.38661972e-05 0.00000000e+00 0.00000000e+00
1.07104001e-04 0.00000000e+00 0.00000000e+00
1.15661082e-04 0.00000000e+00 0.00000000e+00
1.19162374e-04 0.00000000e+00 0.00000000e+00
1.17454249e-04 0.00000000e+00 0.00000000e+00
1.10611399e-04 0.00000000e+00 0.00000000e+00
9.89337487e-05 0.00000000e+00 0.00000000e+00
8.29330035e-05 0.00000000e+00 0.00000000e+00
6.33095428e-05 0.00000000e+00 0.00000000e+00
4.09213473e-05 0.00000000e+00 0.00000000e+00
1.67467972e-05 0.00000000e+00 0.00000000e+00
-8.15630433e-06 0.00000000e+00 0.00000000e+00
-3.27138866e-05 0.00000000e+00 0.00000000e+00
-5.58398559e-05 0.00000000e+00 0.00000000e+00
-7.65307213e-05 0.00000000e+00 0.00000000e+00
-9.38771255e-05 0.00000000e+00 0.00000000e+00
-1.07112022e-04 0.00000000e+00 0.00000000e+00
-1.15643242e-04 0.00000000e+00 0.00000000e+00
-1.19078574e-04 0.00000000e+00 0.00000000e+00
-1.17242650e-04 0.00000000e+00 0.00000000e+00
-1.10184508e-04 0.00000000e+00 0.00000000e+00
-9.81752145e-05 0.00000000e+00 0.00000000e+00
-8.16960715e-05 0.00000000e+00 0.00000000e+00
-6.14184592e-05 0.00000000e+00 0.00000000e+00
-3.81763491e-05 0.00000000e+00 0.00000000e+00
-1.29343378e-05 0.00000000e+00 0.00000000e+00
1.32453305e-05 0.00000000e+00 0.00000000e+00
3.92389077e-05 0.00000000e+00 0.00000000e+00
6.39332999e-05 0.00000000e+00 0.00000000e+00
8.62082217e-05 0.00000000e+00 0.00000000e+00
1.04989981e-04 0.00000000e+00 0.00000000e+00
1.19223817e-04 0.00000000e+00 0.00000000e+00
1.27839723e-04 0.00000000e+00 0.00000000e+00
1.29602214e-04 0.00000000e+00 0.00000000e+00
1.23938065e-04 0.00000000e+00 0.00000000e+00
1.13292913e-04 0.00000000e+00 0.00000000e+00
1.00518392e-04 0.00000000e+00 0.00000000e+00
8.25563074e-05 0.00000000e+00 0.00000000e+00
5.38592640e-05 0.00000000e+00 0.00000000e+00
-2.30466846e-05 0.00000000e+00 0.00000000e+00
-1.67861556e-04 0.00000000e+00 0.00000000e+00
-1.05153951e-04 0.00000000e+00 0.00000000e+00
1.85845142e-04 0.00000000e+00 0.00000000e+00
4.47475180e-04 0.00000000e+00 0.00000000e+00
-1.44207598e-03 0.00000000e+00 0.00000000e+00
-1.44079817e-03 0.00000000e+00 0.00000000e+00
5.76163570e-04 0.00000000e+00 0.00000000e+00
3.18282392e-04 0.00000000e+00 0.00000000e+00
-4.59120273e-05 0.00000000e+00 0.00000000e+00
-1.03411648e-04 0.00000000e+00 0.00000000e+00
5.75914422e-05 0.00000000e+00 0.00000000e+00
1.12553006e-04 0.00000000e+00 0.00000000e+00
1.16812553e-04 0.00000000e+00 0.00000000e+00
1.13535918e-04 0.00000000e+00 0.00000000e+00
1.08695818e-04 0.00000000e+00 0.00000000e+00
1.04392293e-04 0.00000000e+00 0.00000000e+00
9.54088421e-05 0.00000000e+00 0.00000000e+00
8.00056133e-05 0.00000000e+00 0.00000000e+00
6.00764688e-05 0.00000000e+00 0.00000000e+00
3.73797911e-05 0.00000000e+00 0.00000000e+00
1.32439393e-05 0.00000000e+00 0.00000000e+00
-1.11224788e-05 0.00000000e+00 0.00000000e+00
-3.46361785e-05 0.00000000e+00 0.00000000e+00
-5.62428155e-05 0.00000000e+00 0.00000000e+00
-7.50085017e-05 0.00000000e+00 0.00000000e+00
-9.01212377e-05 0.00000000e+00 0.00000000e+00
-1.00950688e-04 0.00000000e+00 0.00000000e+00
-1.07066745e-04 0.00000000e+00 0.00000000e+00
-1.08250121e-04 0.00000000e+00 0.00000000e+00
-1.04497481e-04 0.00000000e+00 0.00000000e+00
-9.60189589e-05 0.00000000e+00 0.00000000e+00
-8.32270368e-05 0.00000000e+00 0.00000000e+00
-6.67171366e-05 0.00000000e+00 0.00000000e+00
-4.72406045e-05 0.00000000e+00 0.00000000e+00
-2.56708848e-05 0.00000000e+00 0.00000000e+00
-2.96525772e-06 0.00000000e+00 0.00000000e+00
1.98743926e-05 0.00000000e+00 0.00000000e+00
4.18411545e-05 0.00000000e+00 0.00000000e+00
6.19852269e-05 0.00000000e+00 0.00000000e+00
7.94146232e-05 0.00000000e+00 0.00000000e+00
9.33719013e-05 0.00000000e+00 0.00000000e+00
1.03246709e-04 0.00000000e+00 0.00000000e+00
1.08605295e-04 0.00000000e+00 0.00000000e+00
1.09211826e-04 0.00000000e+00 0.00000000e+00
1.05039219e-04 0.00000000e+00 0.00000000e+00
9.62703664e-05 0.00000000e+00 0.00000000e+00
8.32901439e-05 0.00000000e+00 0.00000000e+00
6.66680146e-05 0.00000000e+00 0.00000000e+00
4.71320631e-05 0.00000000e+00 0.00000000e+00
2.55366055e-05 0.00000000e+00 0.00000000e+00
2.82562925e-06 0.00000000e+00 0.00000000e+00
-2.00064241e-05 0.00000000e+00 0.00000000e+00
-4.19746697e-05 0.00000000e+00 0.00000000e+00
-6.21045303e-05 0.00000000e+00 0.00000000e+00
-7.95202585e-05 0.00000000e+00 0.00000000e+00
-9.34510811e-05 0.00000000e+00 0.00000000e+00
-1.03273569e-04 0.00000000e+00 0.00000000e+00
-1.08538772e-04 0.00000000e+00 0.00000000e+00
-1.08991629e-04 0.00000000e+00 0.00000000e+00
-1.04582637e-04 0.00000000e+00 0.00000000e+00
-9.54709522e-05 0.00000000e+00 0.00000000e+00
-8.20182938e-05 0.00000000e+00 0.00000000e+00
-6.47743183e-05 0.00000000e+00 0.00000000e+00
-4.44548687e-05 0.00000000e+00 0.00000000e+00
-2.19142022e-05 0.00000000e+00 0.00000000e+00
1.88615884e-06 0.00000000e+00 0.00000000e+00
2.59073982e-05 0.00000000e+00 0.00000000e+00
4.90642098e-05 0.00000000e+00 0.00000000e+00
7.03000748e-05 0.00000000e+00 0.00000000e+00
8.86003196e-05 0.00000000e+00 0.00000000e+00
1.03061584e-04 0.00000000e+00 0.00000000e+00
1.12821680e-04 0.00000000e+00 0.00000000e+00
1.17037554e-04 0.00000000e+00 0.00000000e+00
1.14559747e-04 0.00000000e+00 0.00000000e+00
1.04076981e-04 0.00000000e+00 0.00000000e+00
8.78592188e-05 0.00000000e+00 0.00000000e+00
7.23464946e-05 0.00000000e+00 0.00000000e+00
5.74054177e-05 0.00000000e+00 0.00000000e+00
3.86341677e-05 0.00000000e+00 0.00000000e+00
-2.29378243e-05 0.00000000e+00 0.00000000e+00
-1.87097245e-04 0.00000000e+00 0.00000000e+00
-1.69376479e-04 0.00000000e+00 0.00000000e+00
1.45298013e-04 0.00000000e+00 0.00000000e+00
5.04446309e-04 0.00000000e+00 0.00000000e+00
-1.23322531e-03 0.00000000e+00 0.00000000e+00
-1.22464932e-03 0.00000000e+00 0.00000000e+00
6.06596960e-04 0.00000000e+00 0.00000000e+00
3.03550639e-04 0.00000000e+00 0.00000000e+00
-9.01642875e-05 0.00000000e+00 0.00000000e+00
-1.01051424e-04 0.00000000e+00 0.00000000e+00
7.52787261e-05 0.00000000e+00 0.00000000e+00
1.10963611e-04 0.00000000e+00 0.00000000e+00
1.03538436e-04 0.00000000e+00 0.00000000e+00
9.49148606e-05 0.00000000e+00 0.00000000e+00
8.98683311e-05 0.00000000e+00 0.00000000e+00
8.67917544e-05 0.00000000e+00 0.00000000e+00
7.77638872e-05 0.00000000e+00 0.00000000e+00
6.23354983e-05 0.00000000e+00 0.00000000e+00
4.32362056e-05 0.00000000e+00 0.00000000e+00
2.21193812e-05 0.00000000e+00 0.00000000e+00
1.56408620e-07 0.00000000e+00 0.00000000e+00
-2.16102301e-05 0.00000000e+00 0.00000000e+00
-4.22376018e-05 0.00000000e+00 0.00000000e+00
-6.07567259e-05 0.00000000e+00 0.00000000e+00
-7.63179207e-05 0.00000000e+00 0.00000000e+00
-8.82149311e-05 0.00000000e+00 0.00000000e+00
-9.59332400e-05 0.00000000e+00 0.00000000e+00
-9.91599408e-05 0.00000000e+00 0.00000000e+00
-9.77886599e-05 0.00000000e+00 0.00000000e+00
-9.19191327e-05 0.00000000e+00 0.00000000e+00
-8.18496627e-05 0.00000000e+00 0.00000000e+00
-6.80613605e-05 0.00000000e+00 0.00000000e+00
-5.11946330e-05 0.00000000e+00 0.00000000e+00
-3.20191233e-05 0.00000000e+00 0.00000000e+00
