fx fy fz
0.00000000e+00 -9.51690071e-05 9.38197964e-07
0.00000000e+00 -1.01000654e-04 1.11557073e-06
0.00000000e+00 -1.01814540e-04 1.33815141e-06
0.00000000e+00 -9.76272529e-05 1.55748684e-06
0.00000000e+00 -8.87105920e-05 1.72177632e-06
0.00000000e+00 -7.55672268e-05 1.78628707e-06
0.00000000e+00 -5.88502062e-05 1.72647240e-06
0.00000000e+00 -3.93638177e-05 1.54258511e-06
0.00000000e+00 -1.80194049e-05 1.25754188e-06
0.00000000e+00 4.20444846e-06 9.11878229e-07
0.00000000e+00 2.63024203e-05 5.56602120e-07
0.00000000e+00 4.72842873e-05 2.44331461e-07
0.00000000e+00 6.62160319e-05 2.00623436e-08
0.00000000e+00 8.22587560e-05 -8.67053050e-08
0.00000000e+00 9.47027464e-05 -6.70610318e-08
0.00000000e+00 1.02997677e-04 6.58546879e-08
0.00000000e+00 1.06787189e-04 2.79164679e-07
0.00000000e+00 1.05887966e-04 5.26073867e-07
0.00000000e+00 1.00348869e-04 7.53782161e-07
0.00000000e+00 9.04229143e-05 9.13092396e-07
0.00000000e+00 7.65301274e-05 9.66524969e-07
0.00000000e+00 5.92898370e-05 8.95071014e-07
0.00000000e+00 3.94567173e-05 7.01366851e-07
0.00000000e+00 1.78984468e-05 4.09227577e-07
0.00000000e+00 -4.44207559e-06 5.94823335e-08
0.00000000e+00 -2.65886482e-05 -2.97093881e-07
0.00000000e+00 -4.75737204e-05 -6.08545034e-07
0.00000000e+00 -6.64800171e-05 -8.30708881e-07
0.00000000e+00 -8.24801738e-05 -9.34856774e-07
0.00000000e+00 -9.48731383e-05 -9.12673822e-07
0.00000000e+00 -1.03114978e-04 -7.77742425e-07
0.00000000e+00 -1.06839212e-04 -5.63218115e-07
0.00000000e+00 -1.05886561e-04 -3.16136558e-07
0.00000000e+00 -1.00293982e-04 -8.91770550e-08
0.00000000e+00 -9.03026703e-05 6.83429371e-08
0.00000000e+00 -7.63569389e-05 1.19206434e-07
0.00000000e+00 -5.90664280e-05 4.46957507e-08
0.00000000e+00 -3.91928331e-05 -1.52086626e-07
0.00000000e+00 -1.76133289e-05 -4.46707457e-07
0.00000000e+00 4.71662740e-06 -7.97562159e-07
0.00000000e+00 2.68029554e-05 -1.15307240e-06
0.00000000e+00 4.76543091e-05 -1.46073788e-06
0.00000000e+00 6.63233803e-05 -1.67641061e-06
0.00000000e+00 8.19469679e-05 -1.77200889e-06
0.00000000e+00 9.37816674e-05 -1.74046271e-06
0.00000000e+00 1.01237111e-04 -1.59803176e-06
0.00000000e+00 1.03918476e-04 -1.38390600e-06
0.00000000e+00 1.01598192e-04 -1.15315768e-06
0.00000000e+00 9.43097881e-05 -9.60540408e-07
0.00000000e+00 8.23532082e-05 -8.47218913e-07
0.00000000e+00 6.62517193e-05 -8.56138431e-07
0.00000000e+00 4.67293166e-05 -1.04283138e-06
0.00000000e+00 2.48171749e-05 -1.38438598e-06
0.00000000e+00 1.91245028e-06 -1.67752143e-06
0.00000000e+00 -2.25608327e-05 -1.86611038e-06
0.00000000e+00 -5.06632652e-05 -2.49496255e-06
0.00000000e+00 -7.01389715e-05 -3.43744304e-06
0.00000000e+00 -6.57507986e-05 -2.24950081e-06
0.00000000e+00 -7.61157994e-05 8.11525448e-07
0.00000000e+00 -4.48766165e-05 -2.82860814e-06
0.00000000e+00 8.35239005e-05 -1.18806357e-05
0.00000000e+00 -5.49443119e-04 4.81960387e-06
0.00000000e+00 -7.31291004e-04 2.15552206e-05
0.00000000e+00 2.17769392e-03 -2.10330068e-05
0.00000000e+00 -1.08471660e-03 -3.85116276e-05
0.00000000e+00 1.35607757e-03 5.11770456e-05
0.00000000e+00 -2.59474518e-03 1.96874401e-05
0.00000000e+00 1.07514777e-03 -2.91253004e-05
0.00000000e+00 5.00075602e-04 -1.14569923e-06
0.00000000e+00 -1.59277761e-04 1.53632967e-05
0.00000000e+00 4.06515077e-05 1.80598468e-06
0.00000000e+00 3.86325827e-05 -7.72296509e-07
0.00000000e+00 3.66205737e-05 3.79261799e-06
0.00000000e+00 4.05439515e-05 4.16320437e-06
0.00000000e+00 1.05196371e-05 2.55570940e-06
0.00000000e+00 -1.61565219e-05 2.12766965e-06
0.00000000e+00 -3.46010919e-05 2.04411617e-06
0.00000000e+00 -5.17817296e-05 1.68554450e-06
0.00000000e+00 -6.69715459e-05 1.40792091e-06
0.00000000e+00 -7.87423304e-05 1.37586265e-06
0.00000000e+00 -8.66399293e-05 1.48748801e-06
0.00000000e+00 -9.01917455e-05 1.67137335e-06
0.00000000e+00 -8.91676856e-05 1.89864577e-06
0.00000000e+00 -8.36689355e-05 2.11623294e-06
0.00000000e+00 -7.40230460e-05 2.25665145e-06
0.00000000e+00 -6.07472705e-05 2.27240480e-06
0.00000000e+00 -4.44895556e-05 2.14580399e-06
0.00000000e+00 -2.60332776e-05 1.88559688e-06
0.00000000e+00 -6.24800452e-06 1.52350578e-06
0.00000000e+00 1.39496063e-05 1.10972082e-06
0.00000000e+00 3.36348051e-05 7.04246575e-07
0.00000000e+00 5.19144689e-05 3.65744424e-07
0.00000000e+00 6.79644768e-05 1.40928769e-07
0.00000000e+00 8.10644354e-05 5.64296338e-08
0.00000000e+00 9.06268841e-05 1.14214119e-07
0.00000000e+00 9.62215991e-05 2.91297774e-07
0.00000000e+00 9.76071594e-05 5.43751036e-07
0.00000000e+00 9.47028808e-05 8.14455691e-07
0.00000000e+00 8.76440632e-05 1.04285186e-06
0.00000000e+00 7.67499620e-05 1.17604422e-06
0.00000000e+00 6.24834151e-05 1.17744531e-06
0.00000000e+00 4.54815842e-05 1.03351686e-06
0.00000000e+00 2.64887495e-05 7.55913817e-07
0.00000000e+00 6.33634731e-06 3.79462524e-07
0.00000000e+00 -1.40940002e-05 -4.39334498e-08
0.00000000e+00 -3.39095515e-05 -4.54263222e-07
0.00000000e+00 -5.22443173e-05 -7.93757731e-07
0.00000000e+00 -6.82961739e-05 -1.01687799e-06
0.00000000e+00 -8.13611183e-05 -1.09819501e-06
0.00000000e+00 -9.08650230e-05 -1.03680980e-06
0.00000000e+00 -9.63957222e-05 -8.56628685e-07
0.00000000e+00 -9.76906445e-05 -6.02091358e-07
0.00000000e+00 -9.47050810e-05 -3.30908310e-07
0.00000000e+00 -8.75743209e-05 -1.03402414e-07
0.00000000e+00 -7.65955406e-05 2.74794020e-08
0.00000000e+00 -6.22661085e-05 2.57220578e-08
0.00000000e+00 -4.52165284e-05 -1.21549197e-07
0.00000000e+00 -2.62031439e-05 -4.01732225e-07
0.00000000e+00 -6.07159719e-06 -7.78965804e-07
0.00000000e+00 1.42790113e-05 -1.20034560e-06
0.00000000e+00 3.39336333e-05 -1.60506710e-06
0.00000000e+00 5.19997750e-05 -1.93503224e-06
0.00000000e+00 6.76453891e-05 -2.14546762e-06
0.00000000e+00 8.01360693e-05 -2.21366742e-06
0.00000000e+00 8.88673809e-05 -2.14295370e-06
0.00000000e+00 9.33936271e-05 -1.96058144e-06
0.00000000e+00 9.34716266e-05 -1.71432798e-06
0.00000000e+00 8.90223251e-05 -1.47150790e-06
0.00000000e+00 8.01937489e-05 -1.30686853e-06
0.00000000e+00 6.73650531e-05 -1.26246000e-06
0.00000000e+00 5.12329744e-05 -1.33168523e-06
0.00000000e+00 3.27361447e-05 -1.54110455e-06
0.00000000e+00 1.27048996e-05 -1.97688754e-06
0.00000000e+00 -7.10577879e-06 -2.46688878e-06
0.00000000e+00 -2.54526735e-05 -2.54615701e-06
0.00000000e+00 -4.94023138e-05 -2.71566095e-06
0.00000000e+00 -7.59601387e-05 -4.14181561e-06
0.00000000e+00 -6.65562429e-05 -4.14040902e-06
0.00000000e+00 -5.63118122e-05 6.18576156e-07
0.00000000e+00 -5.24426601e-05 -2.32467102e-07
0.00000000e+00 1.59076880e-04 -1.47219011e-05
0.00000000e+00 -3.98874882e-04 -2.88494668e-06
0.00000000e+00 -1.01230279e-03 2.57085677e-05
0.00000000e+00 2.13183261e-03 -6.96060542e-06
0.00000000e+00 -9.37647005e-04 -5.72292645e-05
0.00000000e+00 1.33637993e-03 6.33093613e-05
0.00000000e+00 -2.65942533e-03 8.57940335e-06
0.00000000e+00 1.36511177e-03 -3.29774865e-05
0.00000000e+00 3.38240562e-04 6.44499129e-06
0.00000000e+00 -2.11943345e-04 1.70196042e-05
0.00000000e+00 4.30534699e-05 -8.56400775e-07
0.00000000e+00 1.42071031e-05 -3.15398086e-07
0.00000000e+00 3.42192301e-05 5.46565385e-06
0.00000000e+00 3.15826218e-05 4.33133165e-06
0.00000000e+00 -5.57617921e-06 2.46336552e-06
0.00000000e+00 -2.56468763e-05 2.52678878e-06
0.00000000e+00 -3.88732881e-05 2.42473668e-06
0.00000000e+00 -5.28615730e-05 1.96284217e-06
0.00000000e+00 -6.46133524e-05 1.77544719e-06
0.00000000e+00 -7.33275248e-05 1.82600283e-06
0.00000000e+00 -7.86450647e-05 1.94560471e-06
0.00000000e+00 -7.99055686e-05 2.12860728e-06
0.00000000e+00 -7.70363564e-05 2.35833438e-06
0.00000000e+00 -7.02784401e-05 2.55520569e-06
0.00000000e+00 -5.99649508e-05 2.64625910e-06
0.00000000e+00 -4.66212890e-05 2.59674491e-06
0.00000000e+00 -3.08836559e-05 2.39949865e-06
0.00000000e+00 -1.35041772e-05 2.07021171e-06
0.00000000e+00 4.69832520e-06 1.64879729e-06
0.00000000e+00 2.28753113e-05 1.19396744e-06
0.00000000e+00 4.01866567e-05 7.71187966e-07
0.00000000e+00 5.58379206e-05 4.40100676e-07
0.00000000e+00 6.91137093e-05 2.44169743e-07
0.00000000e+00 7.94083796e-05 2.03182385e-07
0.00000000e+00 8.62510705e-05 3.09611594e-07
0.00000000e+00 8.93246311e-05 5.29849024e-07
0.00000000e+00 8.84943277e-05 8.10097808e-07
0.00000000e+00 8.37734950e-05 1.08587023e-06
0.00000000e+00 7.53752056e-05 1.29308377e-06
0.00000000e+00 6.36765507e-05 1.37990522e-06
0.00000000e+00 4.91753612e-05 1.31509651e-06
0.00000000e+00 3.25197048e-05 1.09399417e-06
0.00000000e+00 1.44382280e-05 7.39017380e-07
0.00000000e+00 -4.27745115e-06 2.95802504e-07
0.00000000e+00 -2.28086735e-05 -1.74781404e-07
0.00000000e+00 -4.03456494e-05 -6.07122130e-07
0.00000000e+00 -5.61214877e-05 -9.42165461e-07
0.00000000e+00 -6.94453131e-05 -1.13764511e-06
0.00000000e+00 -7.97312096e-05 -1.17542688e-06
0.00000000e+00 -8.65247645e-05 -1.06466757e-06
0.00000000e+00 -8.95330851e-05 -8.40384581e-07
0.00000000e+00 -8.86041119e-05 -5.57256138e-07
0.00000000e+00 -8.37911564e-05 -2.80568388e-07
0.00000000e+00 -7.53112929e-05 -7.40980409e-08
0.00000000e+00 -6.35242712e-05 1.03957112e-08
0.00000000e+00 -4.89680870e-05 -5.73278968e-08
0.00000000e+00 -3.22868151e-05 -2.80855959e-07
0.00000000e+00 -1.42255789e-05 -6.36369432e-07
0.00000000e+00 4.40661684e-06 -1.07686381e-06
0.00000000e+00 2.27715831e-05 -1.54045365e-06
0.00000000e+00 4.00371145e-05 -1.96136060e-06
0.00000000e+00 5.54125632e-05 -2.28134907e-06
0.00000000e+00 6.81829706e-05 -2.45981841e-06
0.00000000e+00 7.77430078e-05 -2.48214577e-06
0.00000000e+00 8.36267702e-05 -2.36448918e-06
0.00000000e+00 8.55303139e-05 -2.14935130e-06
0.00000000e+00 8.33518316e-05 -1.89204453e-06
0.00000000e+00 7.71565251e-05 -1.65537283e-06
0.00000000e+00 6.72225264e-05 -1.51876373e-06
0.00000000e+00 5.39452202e-05 -1.54949209e-06
0.00000000e+00 3.79878097e-05 -1.72040389e-06
0.00000000e+00 2.05739769e-05 -1.95063256e-06
0.00000000e+00 2.58928358e-06 -2.34275255e-06
0.00000000e+00 -1.48805391e-05 -2.97290287e-06
0.00000000e+00 -2.83509347e-05 -3.18786597e-06
0.00000000e+00 -4.45895153e-05 -2.84736818e-06
0.00000000e+00 -7.61647301e-05 -4.09057666e-06
0.00000000e+00 -7.44746820e-05 -5.57518406e-06
0.00000000e+00 -4.19093032e-05 -6.18277104e-07
0.00000000e+00 -5.75390211e-05 2.26638164e-06
0.00000000e+00 1.93566769e-04 -1.47153465e-05
0.00000000e+00 -2.37322669e-04 -1.05459742e-05
0.00000000e+00 -1.20403564e-03 2.56031614e-05
0.00000000e+00 2.02416977e-03 1.00526454e-05
0.00000000e+00 -7.92345263e-04 -7.26395691e-05
0.00000000e+00 1.29458500e-03 7.21372093e-05
0.00000000e+00 -2.65018927e-03 -4.59433781e-06
0.00000000e+00 1.58747318e-03 -3.31444960e-05
0.00000000e+00 1.62181726e-04 1.38534765e-05
0.00000000e+00 -2.33627845e-04 1.65670706e-05
0.00000000e+00 4.16823949e-05 -3.48304795e-06
0.00000000e+00 -4.17928614e-06 7.87383241e-07
0.00000000e+00 3.55676418e-05 6.74511240e-06
0.00000000e+00 1.82057520e-05 3.94727643e-06
0.00000000e+00 -2.13088805e-05 2.32074755e-06
0.00000000e+00 -3.30921952e-05 2.83120095e-06
0.00000000e+00 -4.26922639e-05 2.57115861e-06
0.00000000e+00 -5.37677458e-05 2.11378554e-06
0.00000000e+00 -6.22468491e-05 2.08433013e-06
0.00000000e+00 -6.82698694e-05 2.18430457e-06
0.00000000e+00 -7.10937802e-05 2.29878947e-06
0.00000000e+00 -7.00765870e-05 2.49375130e-06
