ux uy uz
0.00000000e+00 7.15088308e+01 4.07352808e+01
0.00000000e+00 8.11946403e+01 4.24550457e+01
0.00000000e+00 9.05902357e+01 4.56494478e+01
0.00000000e+00 9.95712167e+01 4.85381941e+01
0.00000000e+00 1.07239309e+02 5.11385785e+01
0.00000000e+00 1.13473810e+02 5.40935137e+01
0.00000000e+00 1.18408543e+02 5.70850391e+01
0.00000000e+00 1.21960748e+02 5.93471022e+01
0.00000000e+00 1.24080113e+02 6.06574500e+01
0.00000000e+00 1.24816200e+02 6.11582976e+01
0.00000000e+00 1.24166693e+02 6.07592867e+01
0.00000000e+00 1.22099310e+02 5.92123403e+01
0.00000000e+00 1.18612306e+02 5.64652720e+01
0.00000000e+00 1.13691254e+02 5.26719404e+01
0.00000000e+00 1.07295815e+02 4.79949554e+01
0.00000000e+00 9.94028511e+01 4.25671656e+01
0.00000000e+00 9.00094545e+01 3.65795557e+01
0.00000000e+00 7.91118097e+01 3.03060759e+01
0.00000000e+00 6.67280458e+01 2.40536788e+01
0.00000000e+00 5.29377446e+01 1.81265238e+01
0.00000000e+00 3.78847286e+01 1.28232988e+01
0.00000000e+00 2.17600995e+01 8.43102050e+00
0.00000000e+00 4.80065781e+00 5.20105966e+00
0.00000000e+00 -1.27064789e+01 3.32313551e+00
0.00000000e+00 -3.04348027e+01 2.91100920e+00
0.00000000e+00 -4.80405531e+01 3.99803343e+00
0.00000000e+00 -6.51824836e+01 6.53539807e+00
0.00000000e+00 -8.15383287e+01 1.03923442e+01
0.00000000e+00 -9.68216859e+01 1.53627628e+01
0.00000000e+00 -1.10796791e+02 2.11795213e+01
0.00000000e+00 -1.23286928e+02 2.75329087e+01
0.00000000e+00 -1.34176263e+02 3.40894685e+01
0.00000000e+00 -1.43406802e+02 4.05100976e+01
0.00000000e+00 -1.50971039e+02 4.64671844e+01
0.00000000e+00 -1.56900601e+02 5.16597735e+01
0.00000000e+00 -1.61252279e+02 5.58255742e+01
0.00000000e+00 -1.64093459e+02 5.87495335e+01
0.00000000e+00 -1.65488547e+02 6.02695513e+01
0.00000000e+00 -1.65487496e+02 6.02801094e+01
0.00000000e+00 -1.64117443e+02 5.87344084e+01
0.00000000e+00 -1.61378317e+02 5.56454319e+01
0.00000000e+00 -1.57242938e+02 5.10862036e+01
0.00000000e+00 -1.51661624e+02 4.51892510e+01
0.00000000e+00 -1.44570964e+02 3.81449409e+01
0.00000000e+00 -1.35906101e+02 3.01980438e+01
0.00000000e+00 -1.25615503e+02 2.16417452e+01
0.00000000e+00 -1.13676786e+02 1.28084004e+01
0.00000000e+00 -1.00111848e+02 4.05662472e+00
0.00000000e+00 -8.49994433e+01 -4.24521060e+00
0.00000000e+00 -6.84834601e+01 -1.17384127e+01
0.00000000e+00 -5.07755059e+01 -1.80950534e+01
0.00000000e+00 -3.21510234e+01 -2.30389220e+01
0.00000000e+00 -1.29389250e+01 -2.63642893e+01
0.00000000e+00 6.49440537e+00 -2.79504765e+01
0.00000000e+00 2.57651322e+01 -2.77705993e+01
0.00000000e+00 4.44938567e+01 -2.58935071e+01
0.00000000e+00 6.23269904e+01 -2.24787349e+01
0.00000000e+00 7.89553444e+01 -1.77651016e+01
0.00000000e+00 9.41280804e+01 -1.20542773e+01
0.00000000e+00 1.07660820e+02 -5.69110366e+00
0.00000000e+00 1.19437457e+02 9.57374667e-01
0.00000000e+00 1.29405956e+02 7.52231996e+00
0.00000000e+00 1.37569066e+02 1.36514497e+01
0.00000000e+00 1.43971295e+02 1.90243148e+01
0.00000000e+00 1.48683784e+02 2.33640509e+01
0.00000000e+00 1.51788717e+02 2.64456559e+01
0.00000000e+00 1.53364855e+02 2.81012434e+01
0.00000000e+00 1.53475484e+02 2.82229522e+01
0.00000000e+00 1.52159846e+02 2.67642358e+01
0.00000000e+00 1.49428726e+02 2.37401278e+01
0.00000000e+00 1.45264583e+02 1.92268149e+01
0.00000000e+00 1.39626237e+02 1.33605124e+01
0.00000000e+00 1.32457772e+02 6.33529058e+00
0.00000000e+00 1.23700964e+02 -1.60077180e+00
0.00000000e+00 1.13310126e+02 -1.01518623e+01
0.00000000e+00 1.01267952e+02 -1.89838367e+01
0.00000000e+00 8.76006377e+01 -2.77371698e+01
0.00000000e+00 7.23904630e+01 -3.60434123e+01
0.00000000e+00 5.57840988e+01 -4.35445171e+01
0.00000000e+00 3.79952594e+01 -4.99137859e+01
0.00000000e+00 1.93009133e+01 -5.48766842e+01
0.00000000e+00 3.10382838e-02 -5.82294987e+01
0.00000000e+00 -1.94472575e+01 -5.98538368e+01
0.00000000e+00 -3.87496597e+01 -5.97253289e+01
0.00000000e+00 -5.74964744e+01 -5.79155210e+01
0.00000000e+00 -7.53339629e+01 -5.45867432e+01
0.00000000e+00 -9.19528851e+01 -4.99805641e+01
0.00000000e+00 -1.07102363e+02 -4.44011473e+01
0.00000000e+00 -1.20597830e+02 -3.81953057e+01
0.00000000e+00 -1.32322592e+02 -3.17312407e+01
0.00000000e+00 -1.42223307e+02 -2.53778477e+01
0.00000000e+00 -1.50300333e+02 -1.94861181e+01
0.00000000e+00 -1.56594376e+02 -1.43736566e+01
0.00000000e+00 -1.61171127e+02 -1.03127643e+01
0.00000000e+00 -1.64105615e+02 -7.52201241e+00
0.00000000e+00 -1.65467902e+02 -6.16083559e+00
0.00000000e+00 -1.65311478e+02 -6.32645685e+00
0.00000000e+00 -1.63665401e+02 -8.05243915e+00
0.00000000e+00 -1.60530884e+02 -1.13083203e+01
0.00000000e+00 -1.55882635e+02 -1.60000837e+01
0.00000000e+00 -1.49674901e+02 -2.19715772e+01
0.00000000e+00 -1.41851750e+02 -2.90073371e+01
0.00000000e+00 -1.32360710e+02 -3.68375251e+01
0.00000000e+00 -1.21168493e+02 -4.51457605e+01
0.00000000e+00 -1.08277130e+02 -5.35804777e+01
0.00000000e+00 -9.37386293e+01 -6.17700611e+01
0.00000000e+00 -7.76662315e+01 -6.93414499e+01
0.00000000e+00 -6.02405093e+01 -7.59412547e+01
0.00000000e+00 -4.17090790e+01 -8.12577887e+01
0.00000000e+00 -2.23794286e+01 -8.50419433e+01
0.00000000e+00 -2.60528671e+00 -8.71246929e+01
0.00000000e+00 1.72321505e+01 -8.74292733e+01
0.00000000e+00 3.67461075e+01 -8.59766410e+01
0.00000000e+00 5.55667733e+01 -8.28835537e+01
0.00000000e+00 7.33619436e+01 -7.83534632e+01
0.00000000e+00 8.98534568e+01 -7.26613373e+01
0.00000000e+00 1.04827747e+02 -6.61343263e+01
0.00000000e+00 1.18139808e+02 -5.91304238e+01
0.00000000e+00 1.29710779e+02 -5.20169270e+01
0.00000000e+00 1.39519725e+02 -4.51502693e+01
0.00000000e+00 1.47590489e+02 -3.88589883e+01
0.00000000e+00 1.53975680e+02 -3.34308603e+01
0.00000000e+00 1.58740809e+02 -2.91031951e+01
0.00000000e+00 1.61949901e+02 -2.60550216e+01
0.00000000e+00 1.63651792e+02 -2.44024172e+01
0.00000000e+00 1.63868859e+02 -2.41974828e+01
0.00000000e+00 1.62593763e+02 -2.54264342e+01
0.00000000e+00 1.59794185e+02 -2.80051782e+01
0.00000000e+00 1.55416250e+02 -3.17804196e+01
0.00000000e+00 1.49387172e+02 -3.65363779e+01
0.00000000e+00 1.41636589e+02 -4.19918967e+01
0.00000000e+00 1.32133877e+02 -4.77969954e+01
0.00000000e+00 1.20896496e+02 -5.35617886e+01
0.00000000e+00 1.07973185e+02 -5.88914149e+01
0.00000000e+00 9.34848987e+01 -6.33728450e+01
0.00000000e+00 7.76889109e+01 -6.65779752e+01
0.00000000e+00 6.09153505e+01 -6.81503753e+01
0.00000000e+00 4.34978765e+01 -6.78567571e+01
0.00000000e+00 2.58908915e+01 -6.55566891e+01
0.00000000e+00 8.63410453e+00 -6.12014109e+01
0.00000000e+00 -7.90184010e+00 -5.48076034e+01
0.00000000e+00 -2.33295110e+01 -4.65257584e+01
0.00000000e+00 -3.70972384e+01 -3.68601284e+01
0.00000000e+00 -4.90863852e+01 -2.62788215e+01
0.00000000e+00 -5.93668876e+01 -1.47884338e+01
0.00000000e+00 -6.74187356e+01 -3.20550823e+00
0.00000000e+00 3.75635724e+01 4.11575021e+01
0.00000000e+00 3.76985035e+01 3.90674403e+01
0.00000000e+00 4.67850895e+01 4.05480197e+01
0.00000000e+00 5.88205523e+01 3.94207271e+01
0.00000000e+00 7.00764543e+01 3.86737001e+01
0.00000000e+00 7.99529421e+01 4.03288430e+01
0.00000000e+00 8.96106719e+01 4.34584931e+01
0.00000000e+00 9.88579324e+01 4.62983000e+01
0.00000000e+00 1.06807823e+02 4.89293859e+01
0.00000000e+00 1.13358707e+02 5.19856052e+01
0.00000000e+00 1.18628008e+02 5.51141374e+01
0.00000000e+00 1.22514230e+02 5.75463139e+01
0.00000000e+00 1.24966359e+02 5.90719395e+01
0.00000000e+00 1.26036232e+02 5.98201426e+01
0.00000000e+00 1.25719377e+02 5.96741333e+01
0.00000000e+00 1.23983891e+02 5.83719969e+01
0.00000000e+00 1.20830723e+02 5.58573063e+01
0.00000000e+00 1.16246451e+02 5.22733340e+01
0.00000000e+00 1.10190579e+02 4.77654345e+01
0.00000000e+00 1.02638627e+02 4.24524121e+01
0.00000000e+00 9.35827205e+01 3.65173204e+01
0.00000000e+00 8.30103887e+01 3.02285673e+01
0.00000000e+00 7.09295323e+01 2.38887403e+01
0.00000000e+00 5.74083135e+01 1.78014006e+01
0.00000000e+00 4.25772897e+01 1.22701331e+01
0.00000000e+00 2.66136396e+01 7.59169690e+00
0.00000000e+00 9.74203735e+00 4.03100276e+00
0.00000000e+00 -7.75919796e+00 1.79473775e+00
0.00000000e+00 -2.55685152e+01 1.01653294e+00
0.00000000e+00 -4.33427664e+01 1.75111372e+00
0.00000000e+00 -6.07365396e+01 3.97065918e+00
0.00000000e+00 -7.74188746e+01 7.56335234e+00
0.00000000e+00 -9.30910655e+01 1.23387744e+01
0.00000000e+00 -1.07502638e+02 1.80413533e+01
0.00000000e+00 -1.20461089e+02 2.43682093e+01
0.00000000e+00 -1.31835147e+02 3.09877896e+01
0.00000000e+00 -1.41553084e+02 3.75582405e+01
0.00000000e+00 -1.49596422e+02 4.37451756e+01
0.00000000e+00 -1.55989229e+02 4.92376299e+01
0.00000000e+00 -1.60784444e+02 5.37608813e+01
0.00000000e+00 -1.64049202e+02 5.70857811e+01
0.00000000e+00 -1.65850795e+02 5.90351179e+01
0.00000000e+00 -1.66244429e+02 5.94877411e+01
0.00000000e+00 -1.65263873e+02 5.83810331e+01
0.00000000e+00 -1.62915961e+02 5.57121990e+01
0.00000000e+00 -1.59179538e+02 5.15387227e+01
0.00000000e+00 -1.54008955e+02 4.59780950e+01
0.00000000e+00 -1.47341881e+02 3.92065527e+01
0.00000000e+00 -1.39110869e+02 3.14562275e+01
0.00000000e+00 -1.29257760e+02 2.30099263e+01
0.00000000e+00 -1.17749566e+02 1.41927856e+01
0.00000000e+00 -1.04594130e+02 5.36028886e+00
0.00000000e+00 -8.98537013e+01 -3.11743299e+00
0.00000000e+00 -7.36545996e+01 -1.08745170e+01
0.00000000e+00 -5.61914578e+01 -1.75703647e+01
0.00000000e+00 -3.77250516e+01 -2.29110267e+01
0.00000000e+00 -1.85734926e+01 -2.66689366e+01
0.00000000e+00 9.02578988e-01 -2.86989129e+01
0.00000000e+00 2.03193567e+01 -2.89486524e+01
0.00000000e+00 3.92917193e+01 -2.74625300e+01
0.00000000e+00 5.74551882e+01 -2.43783017e+01
0.00000000e+00 7.44856281e+01 -1.99171482e+01
0.00000000e+00 9.01146836e+01 -1.43682379e+01
0.00000000e+00 1.04139546e+02 -8.06952360e+00
0.00000000e+00 1.16426400e+02 -1.38673948e+00
0.00000000e+00 1.26907648e+02 5.30747856e+00
0.00000000e+00 1.35573710e+02 1.16527226e+01
0.00000000e+00 1.42460672e+02 1.73170383e+01
0.00000000e+00 1.47635376e+02 2.20096482e+01
0.00000000e+00 1.51179637e+02 2.54901073e+01
0.00000000e+00 1.53175202e+02 2.75742677e+01
0.00000000e+00 1.53690844e+02 2.81377015e+01
0.00000000e+00 1.52772732e+02 2.71173281e+01
0.00000000e+00 1.50438839e+02 2.45118984e+01
0.00000000e+00 1.46677886e+02 2.03817529e+01
0.00000000e+00 1.41452894e+02 1.48479372e+01
0.00000000e+00 1.34709137e+02 8.09040402e+00
0.00000000e+00 1.26385863e+02 3.44724654e-01
0.00000000e+00 1.16430790e+02 -8.10344388e+00
0.00000000e+00 1.04816033e+02 -1.69268870e+01
0.00000000e+00 9.15537689e+01 -2.57688847e+01
0.00000000e+00 7.67098338e+01 -3.42588895e+01
0.00000000e+00 6.04134252e+01 -4.20313552e+01
0.00000000e+00 4.28614100e+01 -4.87466088e+01
0.00000000e+00 2.43162493e+01 -5.41121100e+01
0.00000000e+00 5.09731171e+00 -5.79020850e+01
0.00000000e+00 -1.44338162e+01 -5.99734701e+01
0.00000000e+00 -3.38925979e+01 -6.02763741e+01
0.00000000e+00 -5.28933433e+01 -5.88578473e+01
0.00000000e+00 -7.10711388e+01 -5.58585194e+01
0.00000000e+00 -8.81015235e+01 -5.15025169e+01
0.00000000e+00 -1.03715865e+02 -4.60818254e+01
0.00000000e+00 -1.17710998e+02 -3.99368220e+01
0.00000000e+00 -1.29952442e+02 -3.34349697e+01
0.00000000e+00 -1.40371325e+02 -2.69496313e+01
0.00000000e+00 -1.48955814e+02 -2.08406634e+01
0.00000000e+00 -1.55738403e+02 -1.54379585e+01
0.00000000e+00 -1.60780727e+02 -1.10285323e+01
0.00000000e+00 -1.64157651e+02 -7.84720166e+00
0.00000000e+00 -1.65942319e+02 -6.07045285e+00
0.00000000e+00 -1.66193611e+02 -5.81283803e+00
0.00000000e+00 -1.64947143e+02 -7.12516453e+00
0.00000000e+00 -1.62210622e+02 -9.99386839e+00
0.00000000e+00 -1.57963955e+02 -1.43412349e+01
0.00000000e+00 -1.52164158e+02 -2.00264863e+01
0.00000000e+00 -1.44754727e+02 -2.68481210e+01
0.00000000e+00 -1.35678671e+02 -3.45481765e+01
0.00000000e+00 -1.24894042e+02 -4.28192191e+01
0.00000000e+00 -1.12390351e+02 -5.13147693e+01
0.00000000e+00 -9.82040221e+01 -5.96635456e+01
0.00000000e+00 -8.24308949e+01 -6.74873859e+01
0.00000000e+00 -6.52339458e+01 -7.44220540e+01
0.00000000e+00 -4.68447936e+01 -8.01394701e+01
0.00000000e+00 -2.75582788e+01 -8.43693594e+01
0.00000000e+00 -7.72029681e+00 -8.69180736e+01
0.00000000e+00 1.22900045e+01 -8.76825039e+01
0.00000000e+00 3.20817732e+01 -8.66575007e+01
0.00000000e+00 5.12753357e+01 -8.39359107e+01
0.00000000e+00 6.95238088e+01 -7.97011876e+01
0.00000000e+00 8.65309981e+01 -7.42134929e+01
0.00000000e+00 1.02063684e+02 -6.77910778e+01
0.00000000e+00 1.15957349e+02 -6.07890989e+01
0.00000000e+00 1.28115364e+02 -5.35777413e+01
0.00000000e+00 1.38502083e+02 -4.65213084e+01
0.00000000e+00 1.47130566e+02 -3.99601638e+01
0.00000000e+00 1.54046868e+02 -3.41967994e+01
0.00000000e+00 1.59313949e+02 -2.94852215e+01
0.00000000e+00 1.62996787e+02 -2.60223250e+01
0.00000000e+00 1.65147896e+02 -2.39424581e+01
0.00000000e+00 1.65794791e+02 -2.33159533e+01
0.00000000e+00 1.64935170e+02 -2.41471185e+01
0.00000000e+00 1.62540428e+02 -2.63693941e+01
0.00000000e+00 1.58558313e+02 -2.98456397e+01
0.00000000e+00 1.52914291e+02 -3.43746093e+01
0.00000000e+00 1.45531066e+02 -3.96878556e+01
0.00000000e+00 1.36365878e+02 -4.54441212e+01
0.00000000e+00 1.25421428e+02 -5.12559847e+01
0.00000000e+00 1.12729638e+02 -5.67259155e+01
0.00000000e+00 9.83901606e+01 -6.14333388e+01
0.00000000e+00 8.26378051e+01 -6.49331743e+01
0.00000000e+00 6.57877159e+01 -6.68422247e+01
0.00000000e+00 4.81652117e+01 -6.68965439e+01
0.00000000e+00 3.02184665e+01 -6.49218357e+01
0.00000000e+00 1.24905213e+01 -6.08344898e+01
0.00000000e+00 -4.63301449e+00 -5.46198744e+01
0.00000000e+00 -2.07430975e+01 -4.63898175e+01
0.00000000e+00 -3.52530242e+01 -3.66163025e+01
0.00000000e+00 -4.80107651e+01 -2.57756451e+01
0.00000000e+00 -5.90663621e+01 -1.38695587e+01
0.00000000e+00 -6.78522202e+01 -1.66491469e+00
0.00000000e+00 3.62665156e+01 3.95354051e+01
0.00000000e+00 3.60015918e+01 3.75078059e+01
0.00000000e+00 4.52187776e+01 3.88597261e+01
0.00000000e+00 5.72500495e+01 3.75482601e+01
0.00000000e+00 6.85483872e+01 3.66783823e+01
0.00000000e+00 7.86077932e+01 3.82605441e+01
0.00000000e+00 8.85188200e+01 4.13137833e+01
0.00000000e+00 9.80251840e+01 4.40948449e+01
0.00000000e+00 1.06253669e+02 4.67476893e+01
0.00000000e+00 1.13119764e+02 4.98952299e+01
0.00000000e+00 1.18723176e+02 5.31513871e+01
0.00000000e+00 1.22943899e+02 5.57472503e+01
0.00000000e+00 1.25730196e+02 5.74846830e+01
0.00000000e+00 1.27135469e+02 5.84788449e+01
0.00000000e+00 1.27152656e+02 5.85870097e+01
0.00000000e+00 1.25750208e+02 5.75343889e+01
0.00000000e+00 1.22931848e+02 5.52602795e+01
0.00000000e+00 1.18685434e+02 5.18966590e+01
0.00000000e+00 1.12970864e+02 4.75712176e+01
0.00000000e+00 1.05762947e+02 4.23885641e+01
0.00000000e+00 9.70494525e+01 3.65233585e+01
0.00000000e+00 8.68099142e+01 3.02375851e+01
0.00000000e+00 7.50426069e+01 2.38284428e+01
0.00000000e+00 6.18045953e+01 1.75978514e+01
0.00000000e+00 4.72131425e+01 1.18531754e+01
0.00000000e+00 3.14311814e+01 6.89975951e+00
0.00000000e+00 1.46706480e+01 3.01503045e+00
0.00000000e+00 -2.79986049e+00 4.21910706e-01
0.00000000e+00 -2.06649158e+01 -7.26475239e-01
0.00000000e+00 -3.85832414e+01 -3.54031320e-01
0.00000000e+00 -5.62064637e+01 1.53279727e+00
0.00000000e+00 -7.31959573e+01 4.84189677e+00
0.00000000e+00 -8.92414639e+01 9.39960453e+00
0.00000000e+00 -1.04078195e+02 1.49631659e+01
0.00000000e+00 -1.17497874e+02 2.12378562e+01
0.00000000e+00 -1.29353452e+02 2.78953090e+01
0.00000000e+00 -1.39558828e+02 3.45920751e+01
0.00000000e+00 -1.48083691e+02 4.09879576e+01
0.00000000e+00 -1.54943592e+02 4.67627259e+01
0.00000000e+00 -1.60186643e+02 5.16297498e+01
0.00000000e+00 -1.63878857e+02 5.53461167e+01
0.00000000e+00 -1.66089723e+02 5.77196852e+01
0.00000000e+00 -1.66879254e+02 5.86137450e+01
0.00000000e+00 -1.66287695e+02 5.79498558e+01
0.00000000e+00 -1.64328938e+02 5.57093759e+01
0.00000000e+00 -1.60988309e+02 5.19341109e+01
0.00000000e+00 -1.56224918e+02 4.67262774e+01
0.00000000e+00 -1.49978453e+02 4.02476011e+01
0.00000000e+00 -1.42179944e+02 3.27170025e+01
0.00000000e+00 -1.32765695e+02 2.44061039e+01
0.00000000e+00 -1.21693098e+02 1.56317688e+01
0.00000000e+00 -1.08956699e+02 6.74506430e+00
0.00000000e+00 -9.46026472e+01 -1.88357133e+00
0.00000000e+00 -7.87396720e+01 -9.88262054e+00
0.00000000e+00 -6.15449408e+01 -1.69002584e+01
0.00000000e+00 -4.32636237e+01 -2.26260223e+01
0.00000000e+00 -2.42017280e+01 -2.68113769e+01
0.00000000e+00 -4.71261233e+00 -2.92870482e+01
0.00000000e+00 1.48215526e+01 -2.99752146e+01
0.00000000e+00 3.40114269e+01 -2.88951752e+01
0.00000000e+00 5.24828848e+01 -2.61618713e+01
0.00000000e+00 6.98977102e+01 -2.19774875e+01
0.00000000e+00 8.59704490e+01 -1.66171495e+01
0.00000000e+00 1.00479826e+02 -1.04103419e+01
0.00000000e+00 1.13273861e+02 -3.72000083e+00
0.00000000e+00 1.24268610e+02 3.07873598e+00
0.00000000e+00 1.33441160e+02 9.61837880e+00
0.00000000e+00 1.40818064e+02 1.55562382e+01
0.00000000e+00 1.46460779e+02 2.05881332e+01
0.00000000e+00 1.50449789e+02 2.44584655e+01
0.00000000e+00 1.52869080e+02 2.69669452e+01
0.00000000e+00 1.53792441e+02 2.79725794e+01
0.00000000e+00 1.53272806e+02 2.73956748e+01
0.00000000e+00 1.51335506e+02 2.52185604e+01
0.00000000e+00 1.47975996e+02 2.14855242e+01
0.00000000e+00 1.43162255e+02 1.63021418e+01
0.00000000e+00 1.36841704e+02 9.83381002e+00
0.00000000e+00 1.28952144e+02 2.30296754e+00
0.00000000e+00 1.19435790e+02 -6.01573493e+00
0.00000000e+00 1.08255155e+02 -1.48031048e+01
0.00000000e+00 9.54091308e+01 -2.37065398e+01
0.00000000e+00 8.09474855e+01 -3.23548642e+01
0.00000000e+00 6.49818822e+01 -4.03765536e+01
0.00000000e+00 4.76918059e+01 -4.74203987e+01
0.00000000e+00 2.93242276e+01 -5.31770589e+01
0.00000000e+00 1.01865585e+01 -5.73995378e+01
0.00000000e+00 -9.36671448e+00 -5.99204665e+01
0.00000000e+00 -2.89524732e+01 -6.06642768e+01
0.00000000e+00 -4.81805581e+01 -5.96528555e+01
0.00000000e+00 -6.66761337e+01 -5.70040223e+01
0.00000000e+00 -8.41003775e+01 -5.29230250e+01
0.00000000e+00 -1.00167300e+02 -4.76880541e+01
0.00000000e+00 -1.14655062e+02 -4.16314032e+01
0.00000000e+00 -1.27410900e+02 -3.51182526e+01
0.00000000e+00 -1.38349580e+02 -2.85250972e+01
0.00000000e+00 -1.47446026e+02 -2.22195942e+01
0.00000000e+00 -1.54723387e+02 -1.65431509e+01
0.00000000e+00 -1.60238150e+02 -1.17970016e+01
0.00000000e+00 -1.64064075e+02 -8.23194688e+00
0.00000000e+00 -1.66276689e+02 -6.04144667e+00
0.00000000e+00 -1.66939864e+02 -5.35743650e+00
0.00000000e+00 -1.66095715e+02 -6.24811954e+00
0.00000000e+00 -1.63758717e+02 -8.71706490e+00
0.00000000e+00 -1.59914563e+02 -1.27031888e+01
0.00000000e+00 -1.54523892e+02 -1.80815430e+01
0.00000000e+00 -1.47530655e+02 -2.46652139e+01
0.00000000e+00 -1.38874443e+02 -3.22089552e+01
0.00000000e+00 -1.28505692e+02 -4.04153618e+01
0.00000000e+00 -1.16402247e+02 -4.89443580e+01
0.00000000e+00 -1.02585474e+02 -5.74265046e+01
0.00000000e+00 -8.71339103e+01 -6.54801425e+01
0.00000000e+00 -7.01925425e+01 -7.27317573e+01
0.00000000e+00 -5.19761030e+01 -7.88382539e+01
0.00000000e+00 -3.27654649e+01 -8.35092221e+01
0.00000000e+00 -1.28970656e+01 -8.65269478e+01
0.00000000e+00 7.25375511e+00 -8.77619826e+01
0.00000000e+00 2.72937726e+01 -8.71825101e+01
0.00000000e+00 4.68349141e+01 -8.48563926e+01
0.00000000e+00 6.55166913e+01 -8.09456131e+01
0.00000000e+00 8.30254636e+01 -7.56938058e+01
0.00000000e+00 9.91084304e+01 -6.94085234e+01
0.00000000e+00 1.13581154e+02 -6.24403601e+01
0.00000000e+00 1.26328429e+02 -5.51608662e+01
0.00000000e+00 1.37298810e+02 -4.79409822e+01
0.00000000e+00 1.46493349e+02 -4.11319933e+01
0.00000000e+00 1.53950330e+02 -3.50505197e+01
0.00000000e+00 1.59729081e+02 -2.99669552e+01
0.00000000e+00 1.63894676e+02 -2.60959858e+01
0.00000000e+00 1.66502749e+02 -2.35903354e+01
0.00000000e+00 1.67585772e+02 -2.25387888e+01
0.00000000e+00 1.67146661e+02 -2.29640651e+01
0.00000000e+00 1.65161027e+02 -2.48175969e+01
0.00000000e+00 1.61579009e+02 -2.79790107e+01
0.00000000e+00 1.56325340e+02 -3.22623514e+01
0.00000000e+00 1.49316929e+02 -3.74128863e+01
0.00000000e+00 1.40499879e+02 -4.30994617e+01
0.00000000e+00 1.29862749e+02 -4.89387343e+01
0.00000000e+00 1.17421020e+02 -5.45321567e+01
0.00000000e+00 1.03253112e+02 -5.94534425e+01
0.00000000e+00 8.75705465e+01 -6.32425051e+01
0.00000000e+00 7.06717239e+01 -6.54908705e+01
0.00000000e+00 5.28717785e+01 -6.59047218e+01
0.00000000e+00 3.46108245e+01 -6.42761442e+01
0.00000000e+00 1.64329214e+01 -6.04861373e+01
0.00000000e+00 -1.26377067e+00 -5.44877396e+01
0.00000000e+00 -1.80505987e+01 -4.63525382e+01
0.00000000e+00 -3.33064224e+01 -3.65169150e+01
0.00000000e+00 -4.68447259e+01 -2.54626925e+01
0.00000000e+00 -5.86961506e+01 -1.31864250e+01
0.00000000e+00 -6.82453922e+01 -4.01005588e-01
0.00000000e+00 3.49140869e+01 3.79762020e+01
0.00000000e+00 3.42520484e+01 3.60227490e+01
0.00000000e+00 4.35852238e+01 3.72385773e+01
0.00000000e+00 5.55970024e+01 3.57456948e+01
0.00000000e+00 6.69276685e+01 3.47523538e+01
0.00000000e+00 7.71615010e+01 3.62533932e+01
0.00000000e+00 8.73163745e+01 3.92188170e+01
0.00000000e+00 9.70743045e+01 4.19314604e+01
0.00000000e+00 1.05577764e+02 4.45968809e+01
0.00000000e+00 1.12757438e+02 4.78253467e+01
0.00000000e+00 1.18694157e+02 5.11992741e+01
0.00000000e+00 1.23249671e+02 5.39518299e+01
0.00000000e+00 1.26371436e+02 5.58968682e+01
0.00000000e+00 1.28113667e+02 5.71347917e+01
0.00000000e+00 1.28466248e+02 5.74975391e+01
0.00000000e+00 1.27397920e+02 5.66984104e+01
0.00000000e+00 1.24915204e+02 5.46723598e+01
0.00000000e+00 1.21007473e+02 5.15393991e+01
0.00000000e+00 1.15635548e+02 4.74092211e+01
0.00000000e+00 1.08774118e+02 4.23721370e+01
0.00000000e+00 1.00407212e+02 3.65939787e+01
0.00000000e+00 9.05070579e+01 3.03294647e+01
0.00000000e+00 7.90629562e+01 2.38694265e+01
0.00000000e+00 6.61212606e+01 1.75131261e+01
0.00000000e+00 5.17859967e+01 1.15705869e+01
0.00000000e+00 3.62056229e+01 6.35455289e+00
0.00000000e+00 1.95788103e+01 2.15389085e+00
0.00000000e+00 2.16357290e+00 -7.93053378e-01
0.00000000e+00 -1.57319151e+01 -2.31414052e+00
0.00000000e+00 -3.37695049e+01 -2.31201684e+00
0.00000000e+00 -5.15990985e+01 -7.71470541e-01
0.00000000e+00 -6.88754995e+01 2.23576104e+00
0.00000000e+00 -8.52777361e+01 6.55377395e+00
0.00000000e+00 -1.00527202e+02 1.19538536e+01
0.00000000e+00 -1.14399962e+02 1.81507517e+01
0.00000000e+00 -1.26732935e+02 2.48205953e+01
0.00000000e+00 -1.37425074e+02 3.16195397e+01
0.00000000e+00 -1.46433424e+02 3.82025988e+01
0.00000000e+00 -1.53764059e+02 4.42410790e+01
0.00000000e+00 -1.59459284e+02 4.94370209e+01
0.00000000e+00 -1.63583075e+02 5.35341262e+01
0.00000000e+00 -1.66206362e+02 5.63255408e+01
0.00000000e+00 -1.67393445e+02 5.76590934e+01
0.00000000e+00 -1.67190807e+02 5.74405373e+01
0.00000000e+00 -1.65619465e+02 5.56353372e+01
0.00000000e+00 -1.62671600e+02 5.22695079e+01
0.00000000e+00 -1.58311745e+02 4.74297919e+01
0.00000000e+00 -1.52482497e+02 4.12630743e+01
0.00000000e+00 -1.45114413e+02 3.39745542e+01
0.00000000e+00 -1.36139365e+02 2.58239349e+01
0.00000000e+00 -1.25506163e+02 1.71188209e+01
0.00000000e+00 -1.13196894e+02 8.20463502e+00
0.00000000e+00 -9.92421268e+01 -5.49297357e-01
0.00000000e+00 -8.37331099e+01 -8.76732303e+00
