x y z
0.00000000e+00 2.18972896e-02 2.79989736e+01
0.00000000e+00 3.32545766e-02 2.84988704e+01
0.00000000e+00 4.31093173e-02 2.89987992e+01
0.00000000e+00 5.10169427e-02 2.94987626e+01
0.00000000e+00 5.66157149e-02 2.99987572e+01
0.00000000e+00 5.96429200e-02 3.04987737e+01
0.00000000e+00 5.99471510e-02 3.09987989e+01
0.00000000e+00 5.74962681e-02 3.14988174e+01
0.00000000e+00 5.23808375e-02 3.19988149e+01
0.00000000e+00 4.48130812e-02 3.24987802e+01
0.00000000e+00 3.51216099e-02 3.29987077e+01
0.00000000e+00 2.37422881e-02 3.34985985e+01
0.00000000e+00 1.12058883e-02 3.39984607e+01
0.00000000e+00 -1.87596826e-03 3.44983080e+01
0.00000000e+00 -1.48272594e-02 3.49981582e+01
0.00000000e+00 -2.69308292e-02 3.54980294e+01
0.00000000e+00 -3.74510064e-02 3.59979359e+01
0.00000000e+00 -4.56509791e-02 3.64978852e+01
0.00000000e+00 -5.08413115e-02 3.69978755e+01
0.00000000e+00 -5.23463509e-02 3.74978908e+01
0.00000000e+00 -4.93721821e-02 3.79978953e+01
0.00000000e+00 -4.15285491e-02 3.84978449e+01
0.00000000e+00 -2.87181587e-02 3.89976911e+01
0.00000000e+00 -1.08959259e-02 3.94974017e+01
0.00000000e+00 1.74182060e-02 3.81693321e-03
0.00000000e+00 3.72458731e-02 5.03459854e-01
0.00000000e+00 5.05000105e-02 1.00329547e+00
0.00000000e+00 5.77086596e-02 1.50325585e+00
0.00000000e+00 5.91116444e-02 2.00326839e+00
0.00000000e+00 5.53723935e-02 2.50327351e+00
0.00000000e+00 4.75317731e-02 3.00323022e+00
0.00000000e+00 3.64412602e-02 3.50312478e+00
0.00000000e+00 2.29836695e-02 4.00296229e+00
0.00000000e+00 8.07620601e-03 4.50275949e+00
0.00000000e+00 -7.38524838e-03 5.00254058e+00
0.00000000e+00 -2.25436831e-02 5.50233204e+00
0.00000000e+00 -3.66125255e-02 6.00215664e+00
0.00000000e+00 -4.89012454e-02 6.50202945e+00
0.00000000e+00 -5.88322046e-02 7.00195586e+00
0.00000000e+00 -6.59560029e-02 7.50193123e+00
0.00000000e+00 -6.99637793e-02 8.00194216e+00
0.00000000e+00 -7.06946500e-02 8.50196922e+00
0.00000000e+00 -6.81380156e-02 9.00199063e+00
0.00000000e+00 -6.24304568e-02 9.50198613e+00
0.00000000e+00 -5.38471286e-02 1.00019405e+01
0.00000000e+00 -4.27878990e-02 1.05018463e+01
0.00000000e+00 -2.97587082e-02 1.10017046e+01
0.00000000e+00 -1.53488286e-02 1.15015251e+01
0.00000000e+00 -2.04892527e-04 1.20013244e+01
0.00000000e+00 1.49972890e-02 1.25011224e+01
0.00000000e+00 2.95819936e-02 1.30009396e+01
0.00000000e+00 4.29027580e-02 1.35007930e+01
0.00000000e+00 5.43702549e-02 1.40006933e+01
0.00000000e+00 6.34777122e-02 1.45006430e+01
0.00000000e+00 6.98227857e-02 1.50006360e+01
0.00000000e+00 7.31249288e-02 1.55006590e+01
0.00000000e+00 7.32374804e-02 1.60006930e+01
0.00000000e+00 7.01539166e-02 1.65007175e+01
0.00000000e+00 6.40079722e-02 1.70007135e+01
0.00000000e+00 5.50676249e-02 1.75006669e+01
0.00000000e+00 4.37232154e-02 1.80005711e+01
0.00000000e+00 3.04702451e-02 1.85004279e+01
0.00000000e+00 1.58876212e-02 1.90002475e+01
0.00000000e+00 6.12316314e-04 1.95000463e+01
0.00000000e+00 -1.46884562e-02 1.99998445e+01
0.00000000e+00 -2.93463537e-02 2.04996623e+01
0.00000000e+00 -4.27210627e-02 2.09995166e+01
0.00000000e+00 -5.42282595e-02 2.14994179e+01
0.00000000e+00 -6.33651727e-02 2.19993685e+01
0.00000000e+00 -6.97326358e-02 2.24993624e+01
0.00000000e+00 -7.30526564e-02 2.29993859e+01
0.00000000e+00 -7.31807095e-02 2.34994201e+01
0.00000000e+00 -7.01121959e-02 2.39994445e+01
0.00000000e+00 -6.39827714e-02 2.44994400e+01
0.00000000e+00 -5.50625370e-02 2.49993927e+01
0.00000000e+00 -4.37443600e-02 2.54992961e+01
0.00000000e+00 -3.05268608e-02 2.59991519e+01
0.00000000e+00 -1.59928355e-02 2.64989706e+01
0.00000000e+00 -7.84061697e-04 2.69987687e+01
0.00000000e+00 1.44264269e-02 2.74985665e+01
0.00000000e+00 2.89634310e-02 2.79983843e+01
0.00000000e+00 4.21788360e-02 2.84982388e+01
0.00000000e+00 5.34798295e-02 2.89981403e+01
0.00000000e+00 6.23549431e-02 2.94980908e+01
0.00000000e+00 6.83968760e-02 2.99980835e+01
0.00000000e+00 7.13211968e-02 3.04981037e+01
0.00000000e+00 7.09802177e-02 3.09981317e+01
0.00000000e+00 6.73715495e-02 3.14981459e+01
0.00000000e+00 6.06410730e-02 3.19981267e+01
0.00000000e+00 5.10802811e-02 3.24980602e+01
0.00000000e+00 3.91182751e-02 3.29979408e+01
0.00000000e+00 2.53088557e-02 3.34977725e+01
0.00000000e+00 1.03130323e-02 3.39975691e+01
0.00000000e+00 -5.12125188e-03 3.44973514e+01
0.00000000e+00 -2.01803097e-02 3.49971445e+01
0.00000000e+00 -3.40140725e-02 3.54969727e+01
0.00000000e+00 -4.57726537e-02 3.59968537e+01
0.00000000e+00 -5.46288922e-02 3.64967936e+01
0.00000000e+00 -5.98363518e-02 3.69967850e+01
0.00000000e+00 -6.07435813e-02 3.74968036e+01
0.00000000e+00 -5.65837242e-02 3.79968017e+01
0.00000000e+00 -4.69570230e-02 3.84967204e+01
0.00000000e+00 -3.19419073e-02 3.89965028e+01
0.00000000e+00 -1.15948209e-02 3.94961213e+01
0.00000000e+00 2.10430990e-02 5.12151092e-03
0.00000000e+00 4.22806955e-02 5.04709866e-01
0.00000000e+00 5.62586985e-02 1.00452350e+00
0.00000000e+00 6.36395371e-02 1.50448083e+00
0.00000000e+00 6.46072371e-02 2.00449520e+00
0.00000000e+00 5.99652505e-02 2.50449344e+00
0.00000000e+00 5.08213837e-02 3.00442783e+00
0.00000000e+00 3.80858204e-02 3.50428344e+00
0.00000000e+00 2.27571170e-02 4.00406770e+00
0.00000000e+00 5.87275047e-03 4.50380263e+00
0.00000000e+00 -1.15475502e-02 5.00352004e+00
0.00000000e+00 -2.85259991e-02 5.50325397e+00
0.00000000e+00 -4.41694389e-02 6.00303285e+00
0.00000000e+00 -5.76966715e-02 6.50287481e+00
0.00000000e+00 -6.84582297e-02 7.00278521e+00
0.00000000e+00 -7.59555176e-02 7.50275631e+00
0.00000000e+00 -7.98549662e-02 8.00276923e+00
0.00000000e+00 -7.99959565e-02 8.50279789e+00
0.00000000e+00 -7.63924893e-02 9.00281388e+00
0.00000000e+00 -6.92282536e-02 9.50279164e+00
0.00000000e+00 -5.88452134e-02 1.00027129e+01
0.00000000e+00 -4.57261747e-02 1.05025699e+01
0.00000000e+00 -3.04719709e-02 1.10023664e+01
0.00000000e+00 -1.37741463e-02 1.15021170e+01
0.00000000e+00 3.61578948e-03 1.20018445e+01
0.00000000e+00 2.09193169e-02 1.25015758e+01
0.00000000e+00 3.73647638e-02 1.30013369e+01
0.00000000e+00 5.22207113e-02 1.35011488e+01
