x y z
0.00000000e+00 -8.33861648e-05 1.18320000e+01
0.00000000e+00 -7.06135872e-05 1.19190000e+01
0.00000000e+00 -5.60937305e-05 1.20060000e+01
0.00000000e+00 -3.98396392e-05 1.20930000e+01
0.00000000e+00 -2.18899480e-05 1.21800000e+01
0.00000000e+00 -2.35344642e-06 1.22670000e+01
0.00000000e+00 1.85003286e-05 1.23540000e+01
0.00000000e+00 4.00786588e-05 1.24410000e+01
0.00000000e+00 6.12196270e-05 1.25280000e+01
0.00000000e+00 7.99238614e-05 1.26150000e+01
0.00000000e+00 9.33026850e-05 1.27020000e+01
0.00000000e+00 9.81914372e-05 1.27890000e+01
0.00000000e+00 9.27146738e-05 1.28760000e+01
0.00000000e+00 7.80643104e-05 1.29630000e+01
0.00000000e+00 4.77827506e-03 2.13612581e-04
0.00000000e+00 4.03420891e-03 8.72524183e-02
0.00000000e+00 2.79121948e-03 1.74233079e-01
0.00000000e+00 1.34408376e-03 2.61215660e-01
0.00000000e+00 -2.71550173e-04 3.48200434e-01
0.00000000e+00 -1.99397010e-03 4.35186540e-01
0.00000000e+00 -3.74733239e-03 5.22173371e-01
0.00000000e+00 -5.46458305e-03 6.09161004e-01
0.00000000e+00 -7.09570485e-03 6.96149995e-01
0.00000000e+00 -8.60428259e-03 7.83141014e-01
0.00000000e+00 -9.96232938e-03 8.70134562e-01
0.00000000e+00 -1.11474993e-02 9.57130843e-01
0.00000000e+00 -1.21422527e-02 1.04412976e+00
0.00000000e+00 -1.29336653e-02 1.13113101e+00
0.00000000e+00 -1.35131961e-02 1.21813409e+00
0.00000000e+00 -1.38763074e-02 1.30513848e+00
0.00000000e+00 -1.40220322e-02 1.39214358e+00
0.00000000e+00 -1.39525742e-02 1.47914881e+00
0.00000000e+00 -1.36729690e-02 1.56615364e+00
0.00000000e+00 -1.31908024e-02 1.65315756e+00
0.00000000e+00 -1.25159675e-02 1.74016017e+00
0.00000000e+00 -1.16604470e-02 1.82716113e+00
0.00000000e+00 -1.06381081e-02 1.91416023e+00
0.00000000e+00 -9.46450287e-03 2.00115735e+00
0.00000000e+00 -8.15666915e-03 2.08815247e+00
0.00000000e+00 -6.73292817e-03 2.17514571e+00
0.00000000e+00 -5.21267730e-03 2.26213727e+00
0.00000000e+00 -3.61617666e-03 2.34912742e+00
0.00000000e+00 -1.96432961e-03 2.43611653e+00
0.00000000e+00 -2.78457726e-04 2.52310500e+00
0.00000000e+00 1.41992859e-03 2.61009327e+00
0.00000000e+00 3.10936217e-03 2.69708178e+00
0.00000000e+00 4.76865186e-03 2.78407097e+00
0.00000000e+00 6.37711354e-03 2.87106124e+00
0.00000000e+00 7.91479718e-03 2.95805293e+00
0.00000000e+00 9.36270701e-03 3.04504633e+00
0.00000000e+00 1.07030125e-02 3.13204163e+00
0.00000000e+00 1.19192474e-02 3.21903893e+00
0.00000000e+00 1.29964941e-02 3.30603825e+00
0.00000000e+00 1.39215520e-02 3.39303949e+00
0.00000000e+00 1.46830857e-02 3.48004247e+00
0.00000000e+00 1.52717533e-02 3.56704693e+00
0.00000000e+00 1.56803116e-02 3.65405255e+00
0.00000000e+00 1.59036974e-02 3.74105892e+00
0.00000000e+00 1.59390833e-02 3.82806564e+00
0.00000000e+00 1.57859081e-02 3.91507226e+00
0.00000000e+00 1.54458798e-02 4.00207834e+00
0.00000000e+00 1.49229528e-02 4.08908349e+00
0.00000000e+00 1.42232785e-02 4.17608734e+00
0.00000000e+00 1.33551294e-02 4.26308960e+00
0.00000000e+00 1.23287988e-02 4.35009004e+00
0.00000000e+00 1.11564766e-02 4.43708852e+00
0.00000000e+00 9.85210225e-03 4.52408502e+00
0.00000000e+00 8.43119721e-03 4.61107959e+00
0.00000000e+00 6.91067899e-03 4.69807237e+00
0.00000000e+00 5.30865838e-03 4.78506361e+00
0.00000000e+00 3.64422272e-03 4.87205361e+00
0.00000000e+00 1.93720768e-03 4.95904275e+00
0.00000000e+00 2.07960189e-04 5.04603143e+00
0.00000000e+00 -1.52290458e-03 5.13302009e+00
0.00000000e+00 -3.23474939e-03 5.22000917e+00
0.00000000e+00 -4.90716139e-03 5.30699908e+00
0.00000000e+00 -6.52019576e-03 5.39399021e+00
0.00000000e+00 -8.05461389e-03 5.48098288e+00
0.00000000e+00 -9.49211315e-03 5.56797733e+00
0.00000000e+00 -1.08155455e-02 5.65497373e+00
0.00000000e+00 -1.20091222e-02 5.74197216e+00
0.00000000e+00 -1.30586031e-02 5.82897258e+00
0.00000000e+00 -1.39514660e-02 5.91597489e+00
0.00000000e+00 -1.46770575e-02 6.00297887e+00
0.00000000e+00 -1.52267196e-02 6.08998424e+00
0.00000000e+00 -1.55938937e-02 6.17699064e+00
0.00000000e+00 -1.57741993e-02 6.26399768e+00
0.00000000e+00 -1.57654861e-02 6.35100492e+00
0.00000000e+00 -1.55678601e-02 6.43801192e+00
0.00000000e+00 -1.51836819e-02 6.52501826e+00
0.00000000e+00 -1.46175391e-02 6.61202353e+00
0.00000000e+00 -1.38761907e-02 6.69902738e+00
0.00000000e+00 -1.29684866e-02 6.78602954e+00
0.00000000e+00 -1.19052615e-02 6.87302980e+00
0.00000000e+00 -1.06992054e-02 6.96002806e+00
0.00000000e+00 -9.36471168e-03 7.04702430e+00
0.00000000e+00 -7.91770521e-03 7.13401861e+00
0.00000000e+00 -6.37545183e-03 7.22101114e+00
0.00000000e+00 -4.75635223e-03 7.30800217e+00
0.00000000e+00 -3.07972209e-03 7.39499201e+00
0.00000000e+00 -1.36556154e-03 7.48198106e+00
0.00000000e+00 3.65683694e-04 7.56896972e+00
0.00000000e+00 2.09336627e-03 7.65595844e+00
0.00000000e+00 3.79688373e-03 7.74294765e+00
0.00000000e+00 5.45592449e-03 7.82993777e+00
0.00000000e+00 7.05071033e-03 7.91692914e+00
0.00000000e+00 8.56223273e-03 8.00392209e+00
0.00000000e+00 9.97248001e-03 8.09091684e+00
0.00000000e+00 1.12646528e-02 8.17791353e+00
0.00000000e+00 1.24233651e-02 8.26491222e+00
0.00000000e+00 1.34348286e-02 8.35191284e+00
0.00000000e+00 1.42870183e-02 8.43891526e+00
0.00000000e+00 1.49698168e-02 8.52591925e+00
0.00000000e+00 1.54751365e-02 8.61292452e+00
0.00000000e+00 1.57970174e-02 8.69993068e+00
0.00000000e+00 1.59316996e-02 8.78693734e+00
0.00000000e+00 1.58776701e-02 8.87394406e+00
0.00000000e+00 1.56356830e-02 8.96095040e+00
0.00000000e+00 1.52087523e-02 9.04795594e+00
0.00000000e+00 1.46021194e-02 9.13496029e+00
0.00000000e+00 1.38231930e-02 9.22196314e+00
0.00000000e+00 1.28814650e-02 9.30896421e+00
0.00000000e+00 1.17884016e-02 9.39596333e+00
0.00000000e+00 1.05573123e-02 9.48296044e+00
0.00000000e+00 9.20319706e-03 9.56995553e+00
0.00000000e+00 7.74257564e-03 9.65694872e+00
0.00000000e+00 6.19329962e-03 9.74394022e+00
0.00000000e+00 4.57435027e-03 9.83093030e+00
0.00000000e+00 2.90562480e-03 9.91791931e+00
0.00000000e+00 1.20771360e-03 1.00049077e+01
0.00000000e+00 -4.98328771e-04 1.00918958e+01
0.00000000e+00 -2.19121600e-03 1.01788841e+01
0.00000000e+00 -3.84966321e-03 1.02658731e+01
0.00000000e+00 -5.45261823e-03 1.03528631e+01
0.00000000e+00 -6.97948855e-03 1.04398545e+01
0.00000000e+00 -8.41036179e-03 1.05268476e+01
0.00000000e+00 -9.72621796e-03 1.06138426e+01
0.00000000e+00 -1.09091321e-02 1.07008395e+01
0.00000000e+00 -1.19424667e-02 1.07878385e+01
0.00000000e+00 -1.28110537e-02 1.08748393e+01
0.00000000e+00 -1.35013666e-02 1.09618417e+01
0.00000000e+00 -1.40016846e-02 1.10488455e+01
0.00000000e+00 -1.43022508e-02 1.11358502e+01
0.00000000e+00 -1.43954295e-02 1.12228553e+01
0.00000000e+00 -1.42758675e-02 1.13098604e+01
0.00000000e+00 -1.39406701e-02 1.13968648e+01
0.00000000e+00 -1.33896012e-02 1.14838680e+01
0.00000000e+00 -1.26253168e-02 1.15708695e+01
0.00000000e+00 -1.16536374e-02 1.16578686e+01
0.00000000e+00 -1.04838650e-02 1.17448652e+01
0.00000000e+00 -9.12917556e-03 1.18318588e+01
0.00000000e+00 -7.60719611e-03 1.19188494e+01
0.00000000e+00 -5.94096956e-03 1.20058372e+01
0.00000000e+00 -4.16047965e-03 1.20928226e+01
0.00000000e+00 -2.30444941e-03 1.21798061e+01
0.00000000e+00 -4.21101582e-04 1.22667888e+01
0.00000000e+00 1.43428536e-03 1.23537716e+01
0.00000000e+00 3.20566297e-03 1.24407559e+01
0.00000000e+00 4.84086237e-03 1.25277429e+01
0.00000000e+00 6.28178397e-03 1.26147339e+01
0.00000000e+00 7.43339461e-03 1.27017302e+01
0.00000000e+00 8.13924467e-03 1.27887320e+01
0.00000000e+00 8.22721528e-03 1.28757371e+01
0.00000000e+00 7.64269964e-03 1.29627419e+01
0.00000000e+00 8.24306166e-03 1.11652115e-03
0.00000000e+00 6.37084178e-03 8.82268881e-02
0.00000000e+00 4.35214726e-03 1.75147876e-01
0.00000000e+00 1.91251161e-03 2.62090016e-01
0.00000000e+00 -9.50054291e-04 3.49046273e-01
0.00000000e+00 -4.06608615e-03 4.36006582e-01
0.00000000e+00 -7.23245737e-03 5.22965528e-01
0.00000000e+00 -1.03161324e-02 6.09923292e-01
0.00000000e+00 -1.32501754e-02 6.96883162e-01
0.00000000e+00 -1.59909192e-02 7.83848799e-01
0.00000000e+00 -1.84937664e-02 8.70822623e-01
0.00000000e+00 -2.07122669e-02 9.57805451e-01
0.00000000e+00 -2.26048265e-02 1.04479688e+00
0.00000000e+00 -2.41389503e-02 1.13179585e+00
0.00000000e+00 -2.52917415e-02 1.21880093e+00
0.00000000e+00 -2.60487487e-02 1.30581053e+00
0.00000000e+00 -2.64027879e-02 1.39282291e+00
0.00000000e+00 -2.63531758e-02 1.47983619e+00
0.00000000e+00 -2.59052250e-02 1.56684850e+00
0.00000000e+00 -2.50698055e-02 1.65385806e+00
0.00000000e+00 -2.38628923e-02 1.74086332e+00
0.00000000e+00 -2.23050994e-02 1.82786300e+00
0.00000000e+00 -2.04212156e-02 1.91485621e+00
0.00000000e+00 -1.82397473e-02 2.00184242e+00
0.00000000e+00 -1.57924655e-02 2.08882151e+00
0.00000000e+00 -1.31139522e-02 2.17579375e+00
0.00000000e+00 -1.02411421e-02 2.26275978e+00
0.00000000e+00 -7.21285819e-03 2.34972054e+00
0.00000000e+00 -4.06934376e-03 2.43667727e+00
0.00000000e+00 -8.51789951e-04 2.52363138e+00
0.00000000e+00 2.39813727e-03 2.61058443e+00
0.00000000e+00 5.63876908e-03 2.69753801e+00
0.00000000e+00 8.82890143e-03 2.78449371e+00
0.00000000e+00 1.19282550e-02 2.87145298e+00
0.00000000e+00 1.48979237e-02 2.95841709e+00
0.00000000e+00 1.77008069e-02 3.04538710e+00
0.00000000e+00 2.03020231e-02 3.13236375e+00
0.00000000e+00 2.26692976e-02 3.21934747e+00
0.00000000e+00 2.47733233e-02 3.30633834e+00
0.00000000e+00 2.65880875e-02 3.39333610e+00
0.00000000e+00 2.80911626e-02 3.48034016e+00
0.00000000e+00 2.92639568e-02 3.56734962e+00
0.00000000e+00 3.00919203e-02 3.65436331e+00
0.00000000e+00 3.05647064e-02 3.74137989e+00
0.00000000e+00 3.06762825e-02 3.82839785e+00
0.00000000e+00 3.04249923e-02 3.91541563e+00
0.00000000e+00 2.98135661e-02 4.00243168e+00
0.00000000e+00 2.88490797e-02 4.08944454e+00
0.00000000e+00 2.75428622e-02 4.17645290e+00
0.00000000e+00 2.59103534e-02 4.26345565e+00
0.00000000e+00 2.39709136e-02 4.35045198e+00
0.00000000e+00 2.17475862e-02 4.43744138e+00
0.00000000e+00 1.92668181e-02 4.52442365e+00
0.00000000e+00 1.65581394e-02 4.61139897e+00
0.00000000e+00 1.36538080e-02 4.69836783e+00
0.00000000e+00 1.05884219e-02 4.78533104e+00
0.00000000e+00 7.39850480e-03 4.87228968e+00
0.00000000e+00 4.12206958e-03 4.95924505e+00
0.00000000e+00 7.98164504e-04 5.04619861e+00
0.00000000e+00 -2.53359226e-03 5.13315190e+00
0.00000000e+00 -5.83348454e-03 5.22010650e+00
0.00000000e+00 -9.06217110e-03 5.30706391e+00
0.00000000e+00 -1.21811542e-02 5.39402551e+00
0.00000000e+00 -1.51532380e-02 5.48099246e+00
0.00000000e+00 -1.79429726e-02 5.56796570e+00
0.00000000e+00 -2.05170766e-02 5.65494585e+00
0.00000000e+00 -2.28448349e-02 5.74193321e+00
0.00000000e+00 -2.48984670e-02 5.82892774e+00
0.00000000e+00 -2.66534590e-02 5.91592906e+00
0.00000000e+00 -2.80888588e-02 6.00293646e+00
0.00000000e+00 -2.91875273e-02 6.08994895e+00
0.00000000e+00 -2.99363451e-02 6.17696531e+00
0.00000000e+00 -3.03263705e-02 6.26398410e+00
0.00000000e+00 -3.03529475e-02 6.35100380e+00
0.00000000e+00 -3.00157616e-02 6.43802283e+00
0.00000000e+00 -2.93188440e-02 6.52503965e+00
0.00000000e+00 -2.82705229e-02 6.61205281e+00
0.00000000e+00 -2.68833227e-02 6.69906106e+00
0.00000000e+00 -2.51738137e-02 6.78606336e+00
0.00000000e+00 -2.31624119e-02 6.87305895e+00
0.00000000e+00 -2.08731343e-02 6.96004740e+00
0.00000000e+00 -1.83333097e-02 7.04702863e+00
0.00000000e+00 -1.55732520e-02 7.13400288e+00
0.00000000e+00 -1.26258964e-02 7.22097072e+00
0.00000000e+00 -9.52640664e-03 7.30793304e+00
0.00000000e+00 -6.31175461e-03 7.39489098e+00
0.00000000e+00 -3.02027990e-03 7.48184588e+00
0.00000000e+00 3.08767020e-04 7.56879925e+00
0.00000000e+00 3.63569213e-03 7.65575263e+00
0.00000000e+00 6.92083032e-03 7.74270758e+00
0.00000000e+00 1.01250177e-02 7.82966559e+00
0.00000000e+00 1.32100582e-02 7.91662797e+00
0.00000000e+00 1.61391789e-02 8.00359585e+00
0.00000000e+00 1.88774694e-02 8.09057009e+00
0.00000000e+00 2.13922995e-02 8.17755121e+00
0.00000000e+00 2.36537102e-02 8.26453945e+00
0.00000000e+00 2.56347739e-02 8.35153467e+00
0.00000000e+00 2.73119195e-02 8.43853641e+00
0.00000000e+00 2.86652174e-02 8.52554388e+00
0.00000000e+00 2.96786220e-02 8.61255603e+00
0.00000000e+00 3.03401688e-02 8.69957158e+00
0.00000000e+00 3.06421223e-02 8.78658907e+00
0.00000000e+00 3.05810746e-02 8.87360697e+00
0.00000000e+00 3.01579927e-02 8.96062371e+00
0.00000000e+00 2.93782137e-02 9.04763776e+00
0.00000000e+00 2.82513891e-02 9.13464775e+00
0.00000000e+00 2.67913783e-02 9.22165248e+00
0.00000000e+00 2.50160931e-02 9.30865100e+00
0.00000000e+00 2.29472955e-02 9.39564265e+00
0.00000000e+00 2.06103513e-02 9.48262712e+00
0.00000000e+00 1.80339431e-02 9.56960443e+00
0.00000000e+00 1.52497465e-02 9.65657493e+00
0.00000000e+00 1.22920720e-02 9.74353934e+00
0.00000000e+00 9.19748002e-03 9.83049863e+00
0.00000000e+00 6.00436989e-03 9.91745404e+00
0.00000000e+00 2.75255052e-03 1.00044070e+01
0.00000000e+00 -5.17204623e-04 1.00913591e+01
0.00000000e+00 -3.76361286e-03 1.01783118e+01
0.00000000e+00 -6.94534379e-03 1.02652669e+01
0.00000000e+00 -1.00214828e-02 1.03522256e+01
0.00000000e+00 -1.29519931e-02 1.04391894e+01
0.00000000e+00 -1.56981721e-02 1.05261591e+01
0.00000000e+00 -1.82231013e-02 1.06131356e+01
0.00000000e+00 -2.04920847e-02 1.07001191e+01
0.00000000e+00 -2.24730768e-02 1.07871097e+01
0.00000000e+00 -2.41370989e-02 1.08741069e+01
0.00000000e+00 -2.54586444e-02 1.09611101e+01
0.00000000e+00 -2.64160761e-02 1.10481179e+01
0.00000000e+00 -2.69920165e-02 1.11351290e+01
0.00000000e+00 -2.71737329e-02 1.12221417e+01
0.00000000e+00 -2.69535115e-02 1.13091542e+01
0.00000000e+00 -2.63290165e-02 1.13961644e+01
0.00000000e+00 -2.53036388e-02 1.14831705e+01
0.00000000e+00 -2.38868635e-02 1.15701707e+01
0.00000000e+00 -2.20946966e-02 1.16571636e+01
0.00000000e+00 -1.99501563e-02 1.17441480e+01
0.00000000e+00 -1.74837132e-02 1.18311234e+01
0.00000000e+00 -1.47334744e-02 1.19180896e+01
0.00000000e+00 -1.17451416e-02 1.20050475e+01
0.00000000e+00 -8.57252293e-03 1.20919985e+01
0.00000000e+00 -5.28007689e-03 1.21789447e+01
0.00000000e+00 -1.94777990e-03 1.22658892e+01
0.00000000e+00 1.32585540e-03 1.23528353e+01
0.00000000e+00 4.43119058e-03 1.24397866e+01
0.00000000e+00 7.26784506e-03 1.25267460e+01
0.00000000e+00 9.75779833e-03 1.26137156e+01
0.00000000e+00 1.18145528e-02 1.27006976e+01
0.00000000e+00 1.32743259e-02 1.27876933e+01
0.00000000e+00 1.38921903e-02 1.28747018e+01
0.00000000e+00 1.35014741e-02 1.29617187e+01
0.00000000e+00 1.06152088e-02 2.73258770e-03
0.00000000e+00 7.66843711e-03 8.99138607e-02
0.00000000e+00 5.09070081e-03 1.76751631e-01
0.00000000e+00 1.83392989e-03 2.63646821e-01
0.00000000e+00 -2.10261270e-03 3.50574177e-01
0.00000000e+00 -6.37612221e-03 4.37506035e-01
0.00000000e+00 -1.06565004e-02 5.24429623e-01
0.00000000e+00 -1.47976622e-02 6.11347053e-01
0.00000000e+00 -1.87615529e-02 6.98267235e-01
0.00000000e+00 -2.25099932e-02 7.85198483e-01
0.00000000e+00 -2.59743918e-02 8.72145210e-01
0.00000000e+00 -2.90759774e-02 9.59108201e-01
0.00000000e+00 -3.17470895e-02 1.04608634e+00
0.00000000e+00 -3.39372050e-02 1.13307791e+00
0.00000000e+00 -3.56101678e-02 1.22008095e+00
0.00000000e+00 -3.67408306e-02 1.30709303e+00
0.00000000e+00 -3.73136695e-02 1.39411109e+00
0.00000000e+00 -3.73225072e-02 1.48113153e+00
0.00000000e+00 -3.67702435e-02 1.56815059e+00
0.00000000e+00 -3.56682881e-02 1.65516465e+00
0.00000000e+00 -3.40358473e-02 1.74217049e+00
0.00000000e+00 -3.18992251e-02 1.82916546e+00
0.00000000e+00 -2.92911737e-02 1.91614760e+00
0.00000000e+00 -2.62502576e-02 2.00311572e+00
0.00000000e+00 -2.28201976e-02 2.09006938e+00
0.00000000e+00 -1.90491890e-02 2.17700894e+00
0.00000000e+00 -1.49891986e-02 2.26393553e+00
0.00000000e+00 -1.06952521e-02 2.35085094e+00
0.00000000e+00 -6.22471612e-03 2.43775758e+00
0.00000000e+00 -1.63658004e-03 2.52465825e+00
0.00000000e+00 3.00925989e-03 2.61155610e+00
0.00000000e+00 7.65271127e-03 2.69845438e+00
0.00000000e+00 1.22341863e-02 2.78535632e+00
0.00000000e+00 1.66952878e-02 2.87226494e+00
0.00000000e+00 2.09794761e-02 2.95918294e+00
0.00000000e+00 2.50327101e-02 3.04611253e+00
0.00000000e+00 2.88040589e-02 3.13305537e+00
0.00000000e+00 3.22462756e-02 3.22001242e+00
0.00000000e+00 3.53163304e-02 3.30698398e+00
0.00000000e+00 3.79758945e-02 3.39396960e+00
0.00000000e+00 4.01917719e-02 3.48096819e+00
0.00000000e+00 4.19362713e-02 3.56797799e+00
0.00000000e+00 4.31875153e-02 3.65499670e+00
0.00000000e+00 4.39296817e-02 3.74202160e+00
0.00000000e+00 4.41531743e-02 3.82904966e+00
0.00000000e+00 4.38547195e-02 3.91607771e+00
0.00000000e+00 4.30373892e-02 4.00310256e+00
0.00000000e+00 4.17105475e-02 4.09012119e+00
0.00000000e+00 3.98897228e-02 4.17713087e+00
0.00000000e+00 3.75964070e-02 4.26412931e+00
0.00000000e+00 3.48577840e-02 4.35111476e+00
0.00000000e+00 3.17063918e-02 4.43808607e+00
0.00000000e+00 2.81797212e-02 4.52504279e+00
0.00000000e+00 2.43197585e-02 4.61198518e+00
0.00000000e+00 2.01724757e-02 4.69891417e+00
0.00000000e+00 1.57872759e-02 4.78583133e+00
0.00000000e+00 1.12164003e-02 4.87273882e+00
0.00000000e+00 6.51430360e-03 4.95963926e+00
