nx ny nz
-3.49700209e-04 0.00000000e+00 0.00000000e+00
-3.37000722e-04 0.00000000e+00 0.00000000e+00
-3.20276778e-04 0.00000000e+00 0.00000000e+00
-2.99742076e-04 0.00000000e+00 0.00000000e+00
-2.75651908e-04 0.00000000e+00 0.00000000e+00
-2.48300828e-04 0.00000000e+00 0.00000000e+00
-2.18019730e-04 0.00000000e+00 0.00000000e+00
-1.85172410e-04 0.00000000e+00 0.00000000e+00
-1.50151643e-04 0.00000000e+00 0.00000000e+00
-1.13374859e-04 0.00000000e+00 0.00000000e+00
-7.52794878e-05 0.00000000e+00 0.00000000e+00
-3.63180107e-05 0.00000000e+00 0.00000000e+00
3.04718347e-06 0.00000000e+00 0.00000000e+00
4.23490966e-05 0.00000000e+00 0.00000000e+00
8.11215018e-05 0.00000000e+00 0.00000000e+00
1.18904346e-04 0.00000000e+00 0.00000000e+00
1.55249115e-04 0.00000000e+00 0.00000000e+00
1.89724096e-04 0.00000000e+00 0.00000000e+00
2.21919485e-04 0.00000000e+00 0.00000000e+00
2.51452266e-04 0.00000000e+00 0.00000000e+00
2.77970812e-04 0.00000000e+00 0.00000000e+00
3.01159142e-04 0.00000000e+00 0.00000000e+00
3.20740779e-04 0.00000000e+00 0.00000000e+00
3.36482145e-04 0.00000000e+00 0.00000000e+00
3.48195457e-04 0.00000000e+00 0.00000000e+00
3.55741062e-04 0.00000000e+00 0.00000000e+00
3.59029188e-04 0.00000000e+00 0.00000000e+00
3.58021074e-04 0.00000000e+00 0.00000000e+00
3.52729456e-04 0.00000000e+00 0.00000000e+00
3.43218418e-04 0.00000000e+00 0.00000000e+00
3.29602592e-04 0.00000000e+00 0.00000000e+00
3.12045732e-04 0.00000000e+00 0.00000000e+00
2.90758681e-04 0.00000000e+00 0.00000000e+00
2.65996769e-04 0.00000000e+00 0.00000000e+00
2.38056681e-04 0.00000000e+00 0.00000000e+00
2.07272833e-04 0.00000000e+00 0.00000000e+00
1.74013328e-04 0.00000000e+00 0.00000000e+00
1.38675526e-04 0.00000000e+00 0.00000000e+00
1.01681298e-04 0.00000000e+00 0.00000000e+00
6.34720184e-05 0.00000000e+00 0.00000000e+00
2.45033459e-05 0.00000000e+00 0.00000000e+00
-1.47601368e-05 0.00000000e+00 0.00000000e+00
-5.38503807e-05 0.00000000e+00 0.00000000e+00
-9.23013630e-05 0.00000000e+00 0.00000000e+00
-1.29654561e-04 0.00000000e+00 0.00000000e+00
-1.65464351e-04 0.00000000e+00 0.00000000e+00
-1.99303274e-04 0.00000000e+00 0.00000000e+00
-2.30767113e-04 0.00000000e+00 0.00000000e+00
-2.59479728e-04 0.00000000e+00 0.00000000e+00
-2.85097571e-04 0.00000000e+00 0.00000000e+00
-3.07313854e-04 0.00000000e+00 0.00000000e+00
-3.25862287e-04 0.00000000e+00 0.00000000e+00
-3.40520343e-04 0.00000000e+00 0.00000000e+00
-3.51112005e-04 0.00000000e+00 0.00000000e+00
-3.57509945e-04 0.00000000e+00 0.00000000e+00
-3.59637100e-04 0.00000000e+00 0.00000000e+00
-3.57467633e-04 0.00000000e+00 0.00000000e+00
-3.51027239e-04 0.00000000e+00 0.00000000e+00
-3.40392815e-04 0.00000000e+00 0.00000000e+00
-3.25691488e-04 0.00000000e+00 0.00000000e+00
-3.07099012e-04 0.00000000e+00 0.00000000e+00
-2.84837580e-04 0.00000000e+00 0.00000000e+00
-2.59173066e-04 0.00000000e+00 0.00000000e+00
-2.30411756e-04 0.00000000e+00 0.00000000e+00
-1.98896603e-04 0.00000000e+00 0.00000000e+00
-1.65003075e-04 0.00000000e+00 0.00000000e+00
-1.29134639e-04 0.00000000e+00 0.00000000e+00
-9.17179461e-05 0.00000000e+00 0.00000000e+00
-5.31977783e-05 0.00000000e+00 0.00000000e+00
-1.40318118e-05 0.00000000e+00 0.00000000e+00
2.53147423e-05 0.00000000e+00 0.00000000e+00
6.43745580e-05 0.00000000e+00 0.00000000e+00
1.02683618e-04 0.00000000e+00 0.00000000e+00
1.39786581e-04 0.00000000e+00 0.00000000e+00
1.75242025e-04 0.00000000e+00 0.00000000e+00
2.08627511e-04 0.00000000e+00 0.00000000e+00
2.39544400e-04 0.00000000e+00 0.00000000e+00
2.67622350e-04 0.00000000e+00 0.00000000e+00
2.92523440e-04 0.00000000e+00 0.00000000e+00
3.13945836e-04 0.00000000e+00 0.00000000e+00
3.31626957e-04 0.00000000e+00 0.00000000e+00
3.45346062e-04 0.00000000e+00 0.00000000e+00
3.54926220e-04 0.00000000e+00 0.00000000e+00
3.60235614e-04 0.00000000e+00 0.00000000e+00
3.61188147e-04 0.00000000e+00 0.00000000e+00
3.57743353e-04 0.00000000e+00 0.00000000e+00
3.49905598e-04 0.00000000e+00 0.00000000e+00
3.37722621e-04 0.00000000e+00 0.00000000e+00
3.21283455e-04 0.00000000e+00 0.00000000e+00
3.00715807e-04 0.00000000e+00 0.00000000e+00
2.76182940e-04 0.00000000e+00 0.00000000e+00
2.47880126e-04 0.00000000e+00 0.00000000e+00
2.16030589e-04 0.00000000e+00 0.00000000e+00
1.80880918e-04 0.00000000e+00 0.00000000e+00
1.42696054e-04 0.00000000e+00 0.00000000e+00
1.01754675e-04 0.00000000e+00 0.00000000e+00
5.83472250e-05 0.00000000e+00 0.00000000e+00
1.27805092e-05 0.00000000e+00 0.00000000e+00
-3.46068586e-05 0.00000000e+00 0.00000000e+00
-8.34175190e-05 0.00000000e+00 0.00000000e+00
-1.33164401e-04 0.00000000e+00 0.00000000e+00
-1.83247329e-04 0.00000000e+00 0.00000000e+00
-2.32927064e-04 0.00000000e+00 0.00000000e+00
-2.81218781e-04 0.00000000e+00 0.00000000e+00
-3.26553044e-04 0.00000000e+00 0.00000000e+00
-3.66160195e-04 0.00000000e+00 0.00000000e+00
-3.95743934e-04 0.00000000e+00 0.00000000e+00
-4.11178765e-04 0.00000000e+00 0.00000000e+00
-4.14574563e-04 0.00000000e+00 0.00000000e+00
-4.24177461e-04 0.00000000e+00 0.00000000e+00
-4.78662119e-04 0.00000000e+00 0.00000000e+00
-6.16677514e-04 0.00000000e+00 0.00000000e+00
-8.22670072e-04 0.00000000e+00 0.00000000e+00
-9.80410288e-04 0.00000000e+00 0.00000000e+00
-9.24082297e-04 0.00000000e+00 0.00000000e+00
-5.91339484e-04 0.00000000e+00 0.00000000e+00
-8.45009324e-05 0.00000000e+00 0.00000000e+00
3.99342445e-03 0.00000000e+00 0.00000000e+00
1.67647044e-02 0.00000000e+00 0.00000000e+00
-1.01716886e-02 0.00000000e+00 0.00000000e+00
-2.08204714e-03 0.00000000e+00 0.00000000e+00
-9.19498685e-04 0.00000000e+00 0.00000000e+00
8.22545986e-06 0.00000000e+00 0.00000000e+00
5.67905426e-04 0.00000000e+00 0.00000000e+00
7.02861390e-04 0.00000000e+00 0.00000000e+00
5.80295570e-04 0.00000000e+00 0.00000000e+00
4.12673800e-04 0.00000000e+00 0.00000000e+00
3.02363031e-04 0.00000000e+00 0.00000000e+00
2.49220547e-04 0.00000000e+00 0.00000000e+00
2.20118490e-04 0.00000000e+00 0.00000000e+00
1.91764754e-04 0.00000000e+00 0.00000000e+00
1.57121276e-04 0.00000000e+00 0.00000000e+00
1.17389174e-04 0.00000000e+00 0.00000000e+00
7.51832205e-05 0.00000000e+00 0.00000000e+00
3.22134324e-05 0.00000000e+00 0.00000000e+00
-1.05942971e-05 0.00000000e+00 0.00000000e+00
-5.25793523e-05 0.00000000e+00 0.00000000e+00
-9.31226070e-05 0.00000000e+00 0.00000000e+00
-1.31647669e-04 0.00000000e+00 0.00000000e+00
-1.67662470e-04 0.00000000e+00 0.00000000e+00
-2.00766743e-04 0.00000000e+00 0.00000000e+00
-2.30633806e-04 0.00000000e+00 0.00000000e+00
-2.56990888e-04 0.00000000e+00 0.00000000e+00
-2.79608883e-04 0.00000000e+00 0.00000000e+00
-2.98300276e-04 0.00000000e+00 0.00000000e+00
-3.12920516e-04 0.00000000e+00 0.00000000e+00
-3.23369621e-04 0.00000000e+00 0.00000000e+00
-3.29592919e-04 0.00000000e+00 0.00000000e+00
-3.31581017e-04 0.00000000e+00 0.00000000e+00
-3.29369319e-04 0.00000000e+00 0.00000000e+00
-3.23037241e-04 0.00000000e+00 0.00000000e+00
-3.12707170e-04 0.00000000e+00 0.00000000e+00
-2.98543093e-04 0.00000000e+00 0.00000000e+00
-2.80748851e-04 0.00000000e+00 0.00000000e+00
-2.59565977e-04 0.00000000e+00 0.00000000e+00
-2.35271141e-04 0.00000000e+00 0.00000000e+00
-2.08173196e-04 0.00000000e+00 0.00000000e+00
-1.78609885e-04 0.00000000e+00 0.00000000e+00
-1.46944240e-04 0.00000000e+00 0.00000000e+00
-1.13560727e-04 0.00000000e+00 0.00000000e+00
-7.88611787e-05 0.00000000e+00 0.00000000e+00
-4.32605513e-05 0.00000000e+00 0.00000000e+00
-7.18255284e-06 0.00000000e+00 0.00000000e+00
2.89448341e-05 0.00000000e+00 0.00000000e+00
6.46939013e-05 0.00000000e+00 0.00000000e+00
9.96418074e-05 0.00000000e+00 0.00000000e+00
1.33375185e-04 0.00000000e+00 0.00000000e+00
1.65494728e-04 0.00000000e+00 0.00000000e+00
1.95619719e-04 0.00000000e+00 0.00000000e+00
2.23392453e-04 0.00000000e+00 0.00000000e+00
2.48482495e-04 0.00000000e+00 0.00000000e+00
2.70590723e-04 0.00000000e+00 0.00000000e+00
2.89453073e-04 0.00000000e+00 0.00000000e+00
3.04843925e-04 0.00000000e+00 0.00000000e+00
3.16579055e-04 0.00000000e+00 0.00000000e+00
3.24518089e-04 0.00000000e+00 0.00000000e+00
3.28566395e-04 0.00000000e+00 0.00000000e+00
3.28676371e-04 0.00000000e+00 0.00000000e+00
3.24848088e-04 0.00000000e+00 0.00000000e+00
3.17129280e-04 0.00000000e+00 0.00000000e+00
3.05614678e-04 0.00000000e+00 0.00000000e+00
2.90444707e-04 0.00000000e+00 0.00000000e+00
2.71803578e-04 0.00000000e+00 0.00000000e+00
2.49916835e-04 0.00000000e+00 0.00000000e+00
2.25048390e-04 0.00000000e+00 0.00000000e+00
1.97497149e-04 0.00000000e+00 0.00000000e+00
1.67593250e-04 0.00000000e+00 0.00000000e+00
1.35694023e-04 0.00000000e+00 0.00000000e+00
1.02179696e-04 0.00000000e+00 0.00000000e+00
6.74489286e-05 0.00000000e+00 0.00000000e+00
3.19142069e-05 0.00000000e+00 0.00000000e+00
-4.00285886e-06 0.00000000e+00 0.00000000e+00
-3.98762963e-05 0.00000000e+00 0.00000000e+00
-7.52805661e-05 0.00000000e+00 0.00000000e+00
-1.09795362e-04 0.00000000e+00 0.00000000e+00
-1.43010387e-04 0.00000000e+00 0.00000000e+00
-1.74530072e-04 0.00000000e+00 0.00000000e+00
-2.03978202e-04 0.00000000e+00 0.00000000e+00
-2.31002396e-04 0.00000000e+00 0.00000000e+00
-2.55278397e-04 0.00000000e+00 0.00000000e+00
-2.76514103e-04 0.00000000e+00 0.00000000e+00
-2.94453277e-04 0.00000000e+00 0.00000000e+00
-3.08878862e-04 0.00000000e+00 0.00000000e+00
-3.19615840e-04 0.00000000e+00 0.00000000e+00
-3.26533565e-04 0.00000000e+00 0.00000000e+00
-3.29547517e-04 0.00000000e+00 0.00000000e+00
-3.28620437e-04 0.00000000e+00 0.00000000e+00
-3.23762810e-04 0.00000000e+00 0.00000000e+00
-3.15032696e-04 0.00000000e+00 0.00000000e+00
-3.02534900e-04 0.00000000e+00 0.00000000e+00
-2.86419520e-04 0.00000000e+00 0.00000000e+00
-2.66879908e-04 0.00000000e+00 0.00000000e+00
-2.44150095e-04 0.00000000e+00 0.00000000e+00
-2.18501740e-04 0.00000000e+00 0.00000000e+00
-1.90240682e-04 0.00000000e+00 0.00000000e+00
-1.59703146e-04 0.00000000e+00 0.00000000e+00
-1.27251684e-04 0.00000000e+00 0.00000000e+00
-9.32709070e-05 0.00000000e+00 0.00000000e+00
-5.81630681e-05 0.00000000e+00 0.00000000e+00
-2.23435358e-05 0.00000000e+00 0.00000000e+00
1.37637909e-05 0.00000000e+00 0.00000000e+00
4.97310974e-05 0.00000000e+00 0.00000000e+00
8.51312658e-05 0.00000000e+00 0.00000000e+00
1.19542454e-04 0.00000000e+00 0.00000000e+00
1.52552613e-04 0.00000000e+00 0.00000000e+00
1.83763905e-04 0.00000000e+00 0.00000000e+00
2.12796992e-04 0.00000000e+00 0.00000000e+00
2.39295143e-04 0.00000000e+00 0.00000000e+00
2.62928110e-04 0.00000000e+00 0.00000000e+00
2.83395731e-04 0.00000000e+00 0.00000000e+00
3.00431197e-04 0.00000000e+00 0.00000000e+00
3.13803926e-04 0.00000000e+00 0.00000000e+00
3.23322012e-04 0.00000000e+00 0.00000000e+00
3.28834206e-04 0.00000000e+00 0.00000000e+00
3.30231417e-04 0.00000000e+00 0.00000000e+00
3.27447758e-04 0.00000000e+00 0.00000000e+00
3.20461194e-04 0.00000000e+00 0.00000000e+00
3.09293871e-04 0.00000000e+00 0.00000000e+00
2.94012245e-04 0.00000000e+00 0.00000000e+00
2.74727119e-04 0.00000000e+00 0.00000000e+00
2.51593828e-04 0.00000000e+00 0.00000000e+00
2.24813031e-04 0.00000000e+00 0.00000000e+00
1.94632901e-04 0.00000000e+00 0.00000000e+00
1.61353317e-04 0.00000000e+00 0.00000000e+00
1.25330914e-04 0.00000000e+00 0.00000000e+00
8.69796275e-05 0.00000000e+00 0.00000000e+00
4.67564520e-05 0.00000000e+00 0.00000000e+00
5.12351174e-06 0.00000000e+00 0.00000000e+00
-3.75046569e-05 0.00000000e+00 0.00000000e+00
-8.07846650e-05 0.00000000e+00 0.00000000e+00
-1.24371831e-04 0.00000000e+00 0.00000000e+00
-1.67734871e-04 0.00000000e+00 0.00000000e+00
-2.09990434e-04 0.00000000e+00 0.00000000e+00
-2.49998592e-04 0.00000000e+00 0.00000000e+00
-2.86680019e-04 0.00000000e+00 0.00000000e+00
-3.18677634e-04 0.00000000e+00 0.00000000e+00
-3.41981362e-04 0.00000000e+00 0.00000000e+00
-3.46243017e-04 0.00000000e+00 0.00000000e+00
-3.16388003e-04 0.00000000e+00 0.00000000e+00
-2.49986294e-04 0.00000000e+00 0.00000000e+00
-1.88171314e-04 0.00000000e+00 0.00000000e+00
-2.23002922e-04 0.00000000e+00 0.00000000e+00
-4.26077953e-04 0.00000000e+00 0.00000000e+00
-7.19710698e-04 0.00000000e+00 0.00000000e+00
-8.59293000e-04 0.00000000e+00 0.00000000e+00
-6.41858950e-04 0.00000000e+00 0.00000000e+00
-8.07811037e-05 0.00000000e+00 0.00000000e+00
2.06597074e-03 0.00000000e+00 0.00000000e+00
2.35339191e-02 0.00000000e+00 0.00000000e+00
-1.44560637e-02 0.00000000e+00 0.00000000e+00
-4.20314363e-03 0.00000000e+00 0.00000000e+00
-1.78314941e-03 0.00000000e+00 0.00000000e+00
8.61432824e-05 0.00000000e+00 0.00000000e+00
1.03588912e-03 0.00000000e+00 0.00000000e+00
1.06061656e-03 0.00000000e+00 0.00000000e+00
6.64562811e-04 0.00000000e+00 0.00000000e+00
3.22730421e-04 0.00000000e+00 0.00000000e+00
1.78135363e-04 0.00000000e+00 0.00000000e+00
1.57899613e-04 0.00000000e+00 0.00000000e+00
1.66737716e-04 0.00000000e+00 0.00000000e+00
1.62759727e-04 0.00000000e+00 0.00000000e+00
1.43122622e-04 0.00000000e+00 0.00000000e+00
1.14819722e-04 0.00000000e+00 0.00000000e+00
8.20936251e-05 0.00000000e+00 0.00000000e+00
4.64220356e-05 0.00000000e+00 0.00000000e+00
8.87780442e-06 0.00000000e+00 0.00000000e+00
-2.91643571e-05 0.00000000e+00 0.00000000e+00
-6.64287265e-05 0.00000000e+00 0.00000000e+00
-1.02072069e-04 0.00000000e+00 0.00000000e+00
-1.35632119e-04 0.00000000e+00 0.00000000e+00
-1.66815967e-04 0.00000000e+00 0.00000000e+00
-1.95351466e-04 0.00000000e+00 0.00000000e+00
-2.20949754e-04 0.00000000e+00 0.00000000e+00
-2.43327772e-04 0.00000000e+00 0.00000000e+00
-2.62237776e-04 0.00000000e+00 0.00000000e+00
-2.77482994e-04 0.00000000e+00 0.00000000e+00
-2.88921005e-04 0.00000000e+00 0.00000000e+00
-2.96461997e-04 0.00000000e+00 0.00000000e+00
-3.00066364e-04 0.00000000e+00 0.00000000e+00
-2.99742817e-04 0.00000000e+00 0.00000000e+00
-2.95546705e-04 0.00000000e+00 0.00000000e+00
-2.87578139e-04 0.00000000e+00 0.00000000e+00
-2.75979736e-04 0.00000000e+00 0.00000000e+00
-2.60934020e-04 0.00000000e+00 0.00000000e+00
-2.42660508e-04 0.00000000e+00 0.00000000e+00
-2.21412541e-04 0.00000000e+00 0.00000000e+00
-1.97473905e-04 0.00000000e+00 0.00000000e+00
-1.71155263e-04 0.00000000e+00 0.00000000e+00
-1.42790464e-04 0.00000000e+00 0.00000000e+00
-1.12732758e-04 0.00000000e+00 0.00000000e+00
-8.13509703e-05 0.00000000e+00 0.00000000e+00
-4.90256391e-05 0.00000000e+00 0.00000000e+00
-1.61451553e-05 0.00000000e+00 0.00000000e+00
1.68981083e-05 0.00000000e+00 0.00000000e+00
4.97116758e-05 0.00000000e+00 0.00000000e+00
8.19068672e-05 0.00000000e+00 0.00000000e+00
1.13102722e-04 0.00000000e+00 0.00000000e+00
1.42929953e-04 0.00000000e+00 0.00000000e+00
1.71034909e-04 0.00000000e+00 0.00000000e+00
1.97083541e-04 0.00000000e+00 0.00000000e+00
2.20765302e-04 0.00000000e+00 0.00000000e+00
2.41796952e-04 0.00000000e+00 0.00000000e+00
2.59926175e-04 0.00000000e+00 0.00000000e+00
2.74934931e-04 0.00000000e+00 0.00000000e+00
2.86642456e-04 0.00000000e+00 0.00000000e+00
