wx wy wz
5.39456749e+01 0.00000000e+00 0.00000000e+00
3.49160077e+01 0.00000000e+00 0.00000000e+00
1.52120510e+01 0.00000000e+00 0.00000000e+00
-4.81695005e+00 0.00000000e+00 0.00000000e+00
-2.48255646e+01 0.00000000e+00 0.00000000e+00
-4.44842653e+01 0.00000000e+00 0.00000000e+00
-6.34872850e+01 0.00000000e+00 0.00000000e+00
-8.15549484e+01 0.00000000e+00 0.00000000e+00
-9.84337762e+01 0.00000000e+00 0.00000000e+00
-1.13896676e+02 0.00000000e+00 0.00000000e+00
-1.27743676e+02 0.00000000e+00 0.00000000e+00
-1.39802800e+02 0.00000000e+00 0.00000000e+00
-1.49930710e+02 0.00000000e+00 0.00000000e+00
-1.58013006e+02 0.00000000e+00 0.00000000e+00
-1.63964210e+02 0.00000000e+00 0.00000000e+00
-1.67727545e+02 0.00000000e+00 0.00000000e+00
-1.69274540e+02 0.00000000e+00 0.00000000e+00
-1.68604468e+02 0.00000000e+00 0.00000000e+00
-1.65743632e+02 0.00000000e+00 0.00000000e+00
-1.60744466e+02 0.00000000e+00 0.00000000e+00
-1.53684449e+02 0.00000000e+00 0.00000000e+00
-1.44664840e+02 0.00000000e+00 0.00000000e+00
-1.33809217e+02 0.00000000e+00 0.00000000e+00
-1.21261841e+02 0.00000000e+00 0.00000000e+00
-1.07185830e+02 0.00000000e+00 0.00000000e+00
-9.17611785e+01 0.00000000e+00 0.00000000e+00
-7.51826146e+01 0.00000000e+00 0.00000000e+00
-5.76573208e+01 0.00000000e+00 0.00000000e+00
-3.94025353e+01 0.00000000e+00 0.00000000e+00
-2.06430531e+01 0.00000000e+00 0.00000000e+00
-1.60865108e+00 0.00000000e+00 0.00000000e+00
1.74685382e+01 0.00000000e+00 0.00000000e+00
3.63566801e+01 0.00000000e+00 0.00000000e+00
5.48268896e+01 0.00000000e+00 0.00000000e+00
7.26558558e+01 0.00000000e+00 0.00000000e+00
8.96284086e+01 0.00000000e+00 0.00000000e+00
1.05540002e+02 0.00000000e+00 0.00000000e+00
1.20199082e+02 0.00000000e+00 0.00000000e+00
1.33429315e+02 0.00000000e+00 0.00000000e+00
1.45071646e+02 0.00000000e+00 0.00000000e+00
1.54986165e+02 0.00000000e+00 0.00000000e+00
1.63053748e+02 0.00000000e+00 0.00000000e+00
1.69177468e+02 0.00000000e+00 0.00000000e+00
1.73283732e+02 0.00000000e+00 0.00000000e+00
1.75323153e+02 0.00000000e+00 0.00000000e+00
1.75271131e+02 0.00000000e+00 0.00000000e+00
1.73128129e+02 0.00000000e+00 0.00000000e+00
1.68919658e+02 0.00000000e+00 0.00000000e+00
1.62695950e+02 0.00000000e+00 0.00000000e+00
1.54531343e+02 0.00000000e+00 0.00000000e+00
1.44523367e+02 0.00000000e+00 0.00000000e+00
1.32791558e+02 0.00000000e+00 0.00000000e+00
1.19476012e+02 0.00000000e+00 0.00000000e+00
1.04735692e+02 0.00000000e+00 0.00000000e+00
8.87465138e+01 0.00000000e+00 0.00000000e+00
7.16992428e+01 0.00000000e+00 0.00000000e+00
5.37972106e+01 0.00000000e+00 0.00000000e+00
3.52538936e+01 0.00000000e+00 0.00000000e+00
1.62903752e+01 0.00000000e+00 0.00000000e+00
-2.86727821e+00 0.00000000e+00 0.00000000e+00
-2.19906966e+01 0.00000000e+00 0.00000000e+00
-4.08519124e+01 0.00000000e+00 0.00000000e+00
-5.92260615e+01 0.00000000e+00 0.00000000e+00
-7.68940507e+01 0.00000000e+00 0.00000000e+00
-9.36451595e+01 0.00000000e+00 0.00000000e+00
-1.09279548e+02 0.00000000e+00 0.00000000e+00
-1.23610643e+02 0.00000000e+00 0.00000000e+00
-1.36467368e+02 0.00000000e+00 0.00000000e+00
-1.47696196e+02 0.00000000e+00 0.00000000e+00
-1.57163002e+02 0.00000000e+00 0.00000000e+00
-1.64754682e+02 0.00000000e+00 0.00000000e+00
-1.70380520e+02 0.00000000e+00 0.00000000e+00
-1.73973299e+02 0.00000000e+00 0.00000000e+00
-1.75490118e+02 0.00000000e+00 0.00000000e+00
-1.74912921e+02 0.00000000e+00 0.00000000e+00
-1.72248730e+02 0.00000000e+00 0.00000000e+00
-1.67529563e+02 0.00000000e+00 0.00000000e+00
-1.60812068e+02 0.00000000e+00 0.00000000e+00
-1.52176843e+02 0.00000000e+00 0.00000000e+00
-1.41727488e+02 0.00000000e+00 0.00000000e+00
-1.29589369e+02 0.00000000e+00 0.00000000e+00
-1.15908142e+02 0.00000000e+00 0.00000000e+00
-1.00848030e+02 0.00000000e+00 0.00000000e+00
-8.45898989e+01 0.00000000e+00 0.00000000e+00
-6.73291360e+01 0.00000000e+00 0.00000000e+00
